sFileNumber,vOffice,vCoverageType,vState,vProduct,vTransaction,nLoanAmount,nLienAmounts,nEquity,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
2301-201559,1,3860,PA,Title and Escrow,Reverse Mortgage,203500.0000000,0.0000000,203500.0000000,0.0000000,41.0000000,11.088888888888900,18.0000000,0.244444444444444,1.0000000,45.0000000
17-503116,2,3863,CA,LCP - Title Only,Refinance,60000.0000000,184600.0000000,-124600.0000000,2.0000000,43.0000000,31.714285714285700,6.0000000,0.761904761904762,0.0000000,21.0000000
17-503118,2,3863,CA,Title & Full Escrow,Refinance,185000.0000000,169062.0000000,15938.0000000,1.0000000,75.0000000,17.833333333333300,17.0000000,0.425925925925926,0.0000000,54.0000000
2301-201560,1,3863,CA,Title and Escrow,Reverse Mortgage,204125.0000000,60000.0000000,144125.0000000,1.0000000,63.0000000,36.615384615384600,17.0000000,1.269230769230770,0.0000000,26.0000000
2301-201561,1,3863,CA,Title and Escrow,Reverse Mortgage,400945.0000000,0.0000000,400945.0000000,0.0000000,74.0000000,48.083333333333300,15.0000000,1.708333333333330,0.0000000,24.0000000
17-503119,2,3863,CA,LCP - Title Only,Refinance,100.0000000,311.4600000,-211.4600000,2.0000000,26.0000000,1.843575418994410,7.0000000,0.011173184357542,0.0000000,179.0000000
2301-201562,1,3860,GA,Title and Escrow,Reverse Mortgage,130744.0000000,187600.0000000,-56856.0000000,1.0000000,97.0000000,32.446428571428600,23.0000000,1.446428571428570,0.0000000,56.0000000
2301-201563,1,3860,MD,Title and Escrow,Reverse Mortgage,179892.0000000,25000.0000000,154892.0000000,1.0000000,75.0000000,51.791666666666700,19.0000000,1.583333333333330,0.0000000,24.0000000
2301-201564,1,3860,ME,Title and Escrow,Reverse Mortgage,193000.0000000,0.0000000,193000.0000000,0.0000000,51.0000000,10.288888888888900,3.0000000,0.377777777777778,1.0000000,45.0000000
2301-201565,1,3860,KS,Title Only,Reverse Mortgage,225000.0000000,0.0000000,225000.0000000,0.0000000,36.0000000,13.266666666666700,20.0000000,0.422222222222222,1.0000000,45.0000000
2301-201566,1,3863,CA,Title and Escrow,Reverse Mortgage,400000.0000000,408855.0000000,-8855.0000000,2.0000000,90.0000000,16.381818181818200,18.0000000,0.581818181818182,0.0000000,110.0000000
17-503120,2,3863,CA,Title & Full Escrow,Refinance,155000.0000000,127600.0000000,27400.0000000,1.0000000,64.0000000,38.884615384615400,19.0000000,0.730769230769231,0.0000000,26.0000000
2301-201568,1,3863,CA,Title and Escrow,Reverse Mortgage,375300.0000000,544185.0000000,-168885.0000000,1.0000000,76.0000000,35.028571428571400,19.0000000,1.142857142857140,0.0000000,35.0000000
17-503121,2,3860,UT,Reverse Mortgage - Title & Sub-Escrow,Refinance,109000.0000000,0.0000000,109000.0000000,0.0000000,82.0000000,28.571428571428600,21.0000000,0.836734693877551,0.0000000,49.0000000
2301-201569,1,3863,CA,Title and Escrow,Reverse Mortgage,315000.0000000,0.0000000,315000.0000000,0.0000000,43.0000000,7.222222222222220,1.0000000,0.111111111111111,1.0000000,45.0000000
2301-201570,1,3860,SC,Title and Escrow,Reverse Mortgage,85000.0000000,0.0000000,85000.0000000,0.0000000,44.0000000,6.955555555555560,1.0000000,0.111111111111111,1.0000000,45.0000000
17-503122,2,3860,UT,Title & Full Escrow,Refinance,207600.0000000,299200.0000000,-91600.0000000,1.0000000,80.0000000,20.037037037037000,21.0000000,0.444444444444444,0.0000000,54.0000000
2301-201571,1,3860,NC,Title and Escrow,Reverse Mortgage,64172.0000000,0.0000000,64172.0000000,0.0000000,77.0000000,52.250000000000000,18.0000000,1.583333333333330,0.0000000,24.0000000
17-503124,2,3863,CA,LCP - Title Only,Refinance,75000.0000000,405982.0000000,-330982.0000000,1.0000000,32.0000000,7.844444444444440,4.0000000,0.088888888888889,1.0000000,45.0000000
17-503125,2,3863,CA,Title & Full Escrow,Refinance,171143.0000000,157592.0000000,13551.0000000,1.0000000,74.0000000,13.060240963855400,17.0000000,0.265060240963855,0.0000000,83.0000000
2301-201572,1,3863,CA,Title and Escrow,Reverse Mortgage,232050.0000000,0.0000000,232050.0000000,0.0000000,69.0000000,39.461538461538500,17.0000000,0.846153846153846,0.0000000,26.0000000
17-503126,2,3863,CA,LCP - Title Only,Refinance,30000.0000000,133000.0000000,-103000.0000000,1.0000000,50.0000000,20.129032258064500,4.0000000,0.290322580645161,0.0000000,31.0000000
17-503127,2,3860,CO,Title & Full Escrow,Refinance,186262.0000000,201130.0000000,-14868.0000000,1.0000000,82.0000000,13.535714285714300,22.0000000,0.273809523809524,0.0000000,84.0000000
2301-201575,1,3863,CA,Title and Escrow,Reverse Mortgage,194580.0000000,201000.0000000,-6420.0000000,2.0000000,73.0000000,30.394736842105300,18.0000000,1.026315789473680,0.0000000,38.0000000
17-503128,2,3863,CA,LCP - Title Only,Refinance,75000.0000000,0.0000000,75000.0000000,0.0000000,32.0000000,7.866666666666670,4.0000000,0.088888888888889,1.0000000,45.0000000
17-503129,2,3863,CA,Title Only,Refinance,30000.0000000,0.0000000,30000.0000000,0.0000000,54.0000000,23.361702127659600,18.0000000,0.468085106382979,0.0000000,47.0000000
17-503130,2,3863,CA,LCP - Title Only,Refinance,52000.0000000,191000.0000000,-139000.0000000,2.0000000,45.0000000,20.677419354838700,6.0000000,0.354838709677419,0.0000000,31.0000000
17-503132,2,3863,CA,LCP - Title Only,Refinance,34250.0000000,170000.0000000,-135750.0000000,1.0000000,48.0000000,20.906250000000000,4.0000000,0.343750000000000,0.0000000,32.0000000
17-503133,2,3860,UT,Reverse Mortgage - Title & Full Escrow,Refinance,122000.0000000,0.0000000,122000.0000000,0.0000000,31.0000000,6.488888888888890,1.0000000,0.066666666666667,1.0000000,45.0000000
17-503134,2,3863,CA,LCP - Title Only,Refinance,40000.0000000,0.0000000,40000.0000000,0.0000000,43.0000000,22.321428571428600,4.0000000,0.321428571428571,0.0000000,28.0000000
17-503135,2,3863,CA,LCP - Title Only,Refinance,36000.0000000,184949.0000000,-148949.0000000,1.0000000,40.0000000,20.296296296296300,4.0000000,0.444444444444444,0.0000000,27.0000000
2301-201577,1,3860,MI,Title and Escrow,Reverse Mortgage,112350.0000000,50000.0000000,62350.0000000,1.0000000,85.0000000,42.064516129032300,23.0000000,1.387096774193550,0.0000000,31.0000000
17-503136,2,3860,CO,Title & Full Escrow,Refinance,118000.0000000,140500.0000000,-22500.0000000,2.0000000,46.0000000,10.600000000000000,25.0000000,0.155555555555556,1.0000000,45.0000000
2301-201578,1,3863,CA,Title and Escrow,Reverse Mortgage,346527.0000000,120500.0000000,226027.0000000,1.0000000,75.0000000,11.258928571428600,17.0000000,0.339285714285714,0.0000000,112.0000000
2301-201579,1,3863,AZ,Title and Escrow,Reverse Mortgage,183260.0000000,0.0000000,183260.0000000,0.0000000,83.0000000,50.035714285714300,17.0000000,1.321428571428570,0.0000000,28.0000000
17-503137,2,3863,CA,LCP & Sub-Escrow,Refinance,27000.0000000,319760.0300000,-292760.0300000,2.0000000,42.0000000,27.720000000000000,6.0000000,0.760000000000000,0.0000000,25.0000000
17-503138,2,3863,CA,Title & Full Escrow,Refinance,153600.0000000,164812.0000000,-11212.0000000,1.0000000,62.0000000,19.750000000000000,18.0000000,0.425000000000000,0.0000000,40.0000000
17-503139,2,3863,CA,Title & Sub-Escrow,Refinance,1090000.0000000,1140000.0000000,-50000.0000000,1.0000000,49.0000000,17.355555555555600,19.0000000,0.333333333333333,1.0000000,45.0000000
17-503141,2,3863,CA,LCP & Sub-Escrow,Refinance,10367.0000000,127500.0000000,-117133.0000000,1.0000000,52.0000000,24.968750000000000,5.0000000,0.437500000000000,0.0000000,32.0000000
17-503144,2,3863,CA,Title & Full Escrow,Refinance,152000.0000000,136518.0000000,15482.0000000,1.0000000,61.0000000,15.821428571428600,17.0000000,0.303571428571429,0.0000000,56.0000000
17-503148,2,3863,CA,Title & Sub-Escrow,Refinance,137000.0000000,98679.0000000,38321.0000000,1.0000000,63.0000000,43.714285714285700,19.0000000,1.476190476190480,0.0000000,21.0000000
17-503149,2,3863,TX,Title & Full Escrow,Refinance,156000.0000000,208734.7700000,-52734.7700000,3.0000000,59.0000000,16.000000000000000,7.0000000,0.244444444444444,1.0000000,45.0000000
2301-201581,1,3863,FL,Title and Escrow,Reverse Mortgage,89745.0000000,105000.0000000,-15255.0000000,1.0000000,77.0000000,24.760000000000000,27.0000000,0.760000000000000,0.0000000,50.0000000
2301-201582,1,3863,CA,Title and Escrow,Reverse Mortgage,359662.5000000,250000.0000000,109662.5000000,1.0000000,80.0000000,27.533333333333300,17.0000000,1.000000000000000,0.0000000,45.0000000
17-503153,2,3860,TN,Title Only,Refinance,53517.0000000,83700.0000000,-30183.0000000,1.0000000,58.0000000,11.898734177215200,25.0000000,0.392405063291139,0.0000000,79.0000000
17-503154,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,64748.3700000,72050.3200000,-7301.9500000,4.0000000,12.0000000,6.857142857142860,11.0000000,0.071428571428571,0.0000000,56.0000000
2301-201583,1,3860,IN,Title and Escrow,Reverse Mortgage,184100.0000000,0.0000000,184100.0000000,0.0000000,104.0000000,18.940476190476200,23.0000000,0.476190476190476,0.0000000,84.0000000
17-503155,2,3863,NV,Title & Sub-Escrow,Refinance,417000.0000000,442500.0000000,-25500.0000000,1.0000000,51.0000000,17.586956521739100,20.0000000,0.369565217391304,0.0000000,46.0000000
17-503156,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),140000.0000000,337400.0000000,-197400.0000000,2.0000000,24.0000000,2.291390728476820,11.0000000,0.046357615894040,0.0000000,151.0000000
17-503157,2,3863,NV,Title & Sub-Escrow,Refinance,248855.0000000,272000.0000000,-23145.0000000,1.0000000,55.0000000,11.166666666666700,20.0000000,0.319444444444444,0.0000000,72.0000000
17-503158,2,3863,NV,Title & Sub-Escrow,Refinance,92000.0000000,121392.0000000,-29392.0000000,1.0000000,58.0000000,19.133333333333300,20.0000000,0.422222222222222,0.0000000,45.0000000
17-503159,2,3860,AL,Reverse Mortgage - Title Only,Refinance,135000.0000000,82890.0000000,52110.0000000,1.0000000,49.0000000,11.205128205128200,22.0000000,0.307692307692308,0.0000000,78.0000000
2301-201585,1,3863,CA,Title and Escrow,Reverse Mortgage,250000.0000000,0.0000000,250000.0000000,0.0000000,48.0000000,9.866666666666670,17.0000000,0.088888888888889,1.0000000,45.0000000
2301-201586,1,3863,CA,Title and Escrow,Reverse Mortgage,332140.5000000,279625.0000000,52515.5000000,1.0000000,57.0000000,23.717391304347800,16.0000000,0.565217391304348,0.0000000,46.0000000
2301-201587,1,3863,CA,Title and Escrow,Reverse Mortgage,205100.0000000,93600.0000000,111500.0000000,1.0000000,80.0000000,25.035714285714300,20.0000000,0.785714285714286,0.0000000,56.0000000
17-503161,2,3860,MI,Property Report / O&E - Title Only,Uninsured (Info Products),150.0000000,0.0000000,150.0000000,0.0000000,28.0000000,3.936170212765960,5.0000000,0.127659574468085,0.0000000,94.0000000
17-503163,2,3860,MI,Property Report / O&E - Title Only,Uninsured (Info Products),150.0000000,0.0000000,150.0000000,0.0000000,28.0000000,3.765957446808510,5.0000000,0.117021276595745,0.0000000,94.0000000
17-503164,2,3860,MI,Property Report / O&E - Title Only,Uninsured (Info Products),150.0000000,0.0000000,150.0000000,0.0000000,29.0000000,3.736842105263160,5.0000000,0.115789473684211,0.0000000,95.0000000
17-503165,2,3860,MI,Property Report / O&E - Title Only,Uninsured (Info Products),150.0000000,0.0000000,150.0000000,0.0000000,28.0000000,3.778947368421050,5.0000000,0.115789473684211,0.0000000,95.0000000
2301-201588,1,3863,TX,Title and Escrow,Reverse Mortgage,70620.0000000,0.0000000,70620.0000000,0.0000000,103.0000000,15.342857142857100,4.0000000,0.533333333333333,0.0000000,105.0000000
2301-201589,1,3860,IL,Title and Escrow,Reverse Mortgage,35000.0000000,0.0000000,35000.0000000,0.0000000,63.0000000,16.333333333333300,22.0000000,0.466666666666667,1.0000000,45.0000000
17-503166,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),250000.0000000,778500.0000000,-528500.0000000,2.0000000,23.0000000,2.231788079470200,8.0000000,0.019867549668874,0.0000000,151.0000000
17-503167,2,3860,MO,Title Only,Refinance,200000.0000000,203000.0000000,-3000.0000000,1.0000000,35.0000000,9.755555555555560,23.0000000,0.155555555555556,1.0000000,45.0000000
17-503168,2,3863,CA,Title & Sub-Escrow,Refinance,1200000.0000000,1196250.0000000,3750.0000000,1.0000000,60.0000000,17.142857142857100,20.0000000,0.392857142857143,0.0000000,56.0000000
17-503169,2,3860,GA,Property Report / O&E & Full Escrow,Uninsured (Info Products),47000.0000000,183600.0000000,-136600.0000000,2.0000000,69.0000000,32.931034482758600,6.0000000,0.758620689655172,0.0000000,29.0000000
17-503170,2,3863,CA,Title Only,Refinance,36000.0000000,255000.0000000,-219000.0000000,2.0000000,41.0000000,17.351351351351400,22.0000000,0.540540540540541,0.0000000,37.0000000
2301-201591,1,3863,TX,Title and Escrow,Reverse Mortgage,221130.0000000,0.0000000,221130.0000000,0.0000000,88.0000000,26.678571428571400,4.0000000,0.660714285714286,0.0000000,56.0000000
17-503172,2,3863,CA,LCP - Title Only,Refinance,50000.0000000,70000.0000000,-20000.0000000,1.0000000,39.0000000,36.705882352941200,4.0000000,0.588235294117647,0.0000000,17.0000000
2301-201592,1,3860,NC,Title and Escrow,Reverse Mortgage,125000.0000000,100000.0000000,25000.0000000,2.0000000,41.0000000,10.777777777777800,22.0000000,0.177777777777778,1.0000000,45.0000000
17-503173,2,3863,CA,LCP - Title Only,Refinance,40000.0000000,342956.0000000,-302956.0000000,1.0000000,33.0000000,53.200000000000000,4.0000000,1.300000000000000,0.0000000,10.0000000
17-503174,2,3860,CA,Title Only,Refinance,150000.0000000,0.0000000,150000.0000000,0.0000000,48.0000000,21.285714285714300,19.0000000,0.828571428571429,0.0000000,35.0000000
17-503175,2,3863,CA,Title & Sub-Escrow,Refinance,166000.0000000,215000.0000000,-49000.0000000,2.0000000,45.0000000,13.089285714285700,18.0000000,0.321428571428571,0.0000000,56.0000000
17-503176,2,3863,CA,Title Only,Refinance,157816.0000000,156520.0000000,1296.0000000,1.0000000,39.0000000,15.978260869565200,21.0000000,0.391304347826087,0.0000000,46.0000000
2301-201594,1,3860,KS,Title Only,Reverse Mortgage,40716.5800000,0.0000000,40716.5800000,0.0000000,65.0000000,25.325581395348800,19.0000000,0.558139534883721,0.0000000,43.0000000
17-503177,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),13500.0000000,200000.0000000,-186500.0000000,1.0000000,41.0000000,15.189189189189200,5.0000000,0.297297297297297,0.0000000,37.0000000
17-503178,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),134450.0000000,401000.0000000,-266550.0000000,1.0000000,43.0000000,12.744186046511600,4.0000000,0.255813953488372,0.0000000,43.0000000
17-503179,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),25000.0000000,175000.0000000,-150000.0000000,1.0000000,42.0000000,14.763157894736800,4.0000000,0.289473684210526,0.0000000,38.0000000
17-503180,2,3863,CA,LCP - Title Only,Refinance,25000.0000000,47500.0000000,-22500.0000000,1.0000000,37.0000000,25.391304347826100,5.0000000,0.391304347826087,0.0000000,23.0000000
17-503181,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),91000.0000000,172950.0000000,-81950.0000000,1.0000000,42.0000000,15.297297297297300,4.0000000,0.297297297297297,0.0000000,37.0000000
17-503182,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),108950.0000000,391950.0000000,-283000.0000000,1.0000000,43.0000000,14.026315789473700,4.0000000,0.289473684210526,0.0000000,38.0000000
17-503183,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),40000.0000000,73500.0000000,-33500.0000000,1.0000000,42.0000000,11.540000000000000,4.0000000,0.260000000000000,0.0000000,50.0000000
2301-201595,1,3860,TN,Title and Escrow,Reverse Mortgage,81200.0000000,100000.0000000,-18800.0000000,1.0000000,73.0000000,37.607142857142900,20.0000000,1.071428571428570,0.0000000,28.0000000
17-503185,2,3863,CA,LCP - Title Only,Refinance,50000.0000000,119400.0000000,-69400.0000000,2.0000000,34.0000000,12.844444444444400,6.0000000,0.311111111111111,0.0000000,45.0000000
17-503186,2,3860,CO,Title Only,Refinance,133900.0000000,232500.0000000,-98600.0000000,2.0000000,94.0000000,9.864661654135340,23.0000000,0.323308270676692,0.0000000,133.0000000
2301-201596,1,3863,CA,Title and Escrow,Reverse Mortgage,273675.0000000,260000.0000000,13675.0000000,1.0000000,67.0000000,31.666666666666700,18.0000000,1.027777777777780,0.0000000,36.0000000
17-503187,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),30000.0000000,550400.0000000,-520400.0000000,1.0000000,43.0000000,9.283333333333330,4.0000000,0.183333333333333,0.0000000,60.0000000
17-503188,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),130000.0000000,163000.0000000,-33000.0000000,1.0000000,43.0000000,15.540540540540500,3.0000000,0.297297297297297,0.0000000,37.0000000
17-503189,2,3860,ID,Property Report / O&E - Title Only,Uninsured (Info Products),50000.0000000,36000.0000000,14000.0000000,1.0000000,43.0000000,8.843750000000000,4.0000000,0.171875000000000,0.0000000,64.0000000
17-503190,2,3863,CA,City of Sacramento Prelim,Uninsured (Info Products),100.0000000,0.0000000,100.0000000,0.0000000,25.0000000,2.927152317880790,21.0000000,0.013245033112583,0.0000000,151.0000000
17-503191,2,3860,OR,Property Report / O&E & Full Escrow,Uninsured (Info Products),48000.0000000,274700.0000000,-226700.0000000,2.0000000,66.0000000,40.095238095238100,5.0000000,1.047619047619050,0.0000000,21.0000000
17-503192,2,3863,CA,Title Only,Refinance,388170.0000000,458800.0000000,-70630.0000000,3.0000000,65.0000000,28.437500000000000,22.0000000,0.843750000000000,0.0000000,32.0000000
17-503195,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),10000.0000000,429580.0000000,-419580.0000000,2.0000000,26.0000000,3.483870967741940,6.0000000,0.043010752688172,0.0000000,93.0000000
2301-201598,1,3860,IL,Title and Escrow,Reverse Mortgage,70000.0000000,22575.0000000,47425.0000000,1.0000000,68.0000000,19.577777777777800,22.0000000,0.688888888888889,1.0000000,45.0000000
17-503196,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),100000.0000000,275000.0000000,-175000.0000000,2.0000000,43.0000000,23.320000000000000,5.0000000,0.800000000000000,0.0000000,25.0000000
17-503197,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),40000.0000000,235950.0000000,-195950.0000000,1.0000000,44.0000000,11.769230769230800,4.0000000,0.211538461538462,0.0000000,52.0000000
2301-201599,1,3860,MO,Title and Escrow,Reverse Mortgage,229925.0000000,253400.0000000,-23475.0000000,1.0000000,91.0000000,53.720000000000000,20.0000000,1.360000000000000,0.0000000,25.0000000
17-503198,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),45000.0000000,222000.0000000,-177000.0000000,1.0000000,23.0000000,2.000000000000000,6.0000000,0.019867549668874,0.0000000,151.0000000
