sFileNumber,vOffice,vCoverageType,vState,vProduct,vTransaction,nLoanAmount,nLienAmounts,nEquity,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
2301-201496,1,3860,PA,Title and Escrow,Reverse Mortgage,49400.0000000,0.0000000,49400.0000000,0.0000000,94.0000000,22.593750000000000,25.0000000,0.640625000000000,0.0000000,64.0000000
2301-201497,1,3860,TN,Title and Escrow,Reverse Mortgage,82460.0000000,90477.7300000,-8017.7300000,2.0000000,72.0000000,43.000000000000000,23.0000000,1.370370370370370,0.0000000,27.0000000
17-503001,2,3860,NY,Title Only,Refinance,277500.0000000,0.0000000,277500.0000000,0.0000000,18.0000000,4.666666666666670,2.0000000,0.066666666666667,1.0000000,45.0000000
17-503002,2,3863,CA,LCP - Title Only,Refinance,75000.0000000,174902.0000000,-99902.0000000,2.0000000,31.0000000,7.977777777777780,6.0000000,0.066666666666667,1.0000000,45.0000000
17-503003,2,3860,UT,Title & Sub-Escrow,Refinance,510276.0000000,0.0000000,510276.0000000,0.0000000,42.0000000,14.066666666666700,1.0000000,0.200000000000000,1.0000000,45.0000000
17-503004,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),250000.0000000,450000.0000000,-200000.0000000,1.0000000,42.0000000,22.115384615384600,4.0000000,0.461538461538462,0.0000000,26.0000000
17-503005,2,3863,CA,Stand Alone Modification,Refinance,1.0000000,200867.0000000,-200866.0000000,1.0000000,37.0000000,6.011627906976740,22.0000000,0.133720930232558,0.0000000,172.0000000
2301-201499,1,3860,IA,Title and Escrow,Reverse Mortgage,196000.0000000,0.0000000,196000.0000000,0.0000000,116.0000000,21.505882352941200,23.0000000,0.858823529411765,0.0000000,85.0000000
17-503006,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),79850.0000000,145500.0000000,-65650.0000000,1.0000000,42.0000000,14.317073170731700,5.0000000,0.268292682926829,0.0000000,41.0000000
17-503007,2,3860,AL,Reverse Mortgage - Title Only,Refinance,280000.0000000,50000.0000000,230000.0000000,1.0000000,54.0000000,16.155555555555600,22.0000000,0.422222222222222,1.0000000,45.0000000
17-503008,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),45000.0000000,279000.0000000,-234000.0000000,2.0000000,41.0000000,9.964912280701760,6.0000000,0.210526315789474,0.0000000,57.0000000
17-503009,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),85000.0000000,177000.0000000,-92000.0000000,1.0000000,40.0000000,22.440000000000000,6.0000000,0.360000000000000,0.0000000,25.0000000
17-503010,2,3863,CA,Property Report / O&E & Full Escrow,Uninsured (Info Products),100000.0000000,440000.0000000,-340000.0000000,2.0000000,66.0000000,17.234042553191500,8.0000000,0.468085106382979,0.0000000,47.0000000
17-503014,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),35550.0000000,229500.0000000,-193950.0000000,1.0000000,42.0000000,14.619047619047600,6.0000000,0.333333333333333,0.0000000,42.0000000
2301-201500,1,3863,TX,Title and Escrow,Reverse Mortgage,55182.0000000,0.0000000,55182.0000000,0.0000000,102.0000000,57.880000000000000,3.0000000,1.400000000000000,0.0000000,25.0000000
17-503015,2,3860,OR,Property Report / O&E & Full Escrow,Uninsured (Info Products),75000.0000000,121669.0000000,-46669.0000000,2.0000000,64.0000000,19.675000000000000,6.0000000,0.525000000000000,0.0000000,40.0000000
17-503016,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),122250.0000000,513000.0000000,-390750.0000000,2.0000000,42.0000000,12.348837209302300,5.0000000,0.279069767441860,0.0000000,43.0000000
2301-201501,1,3860,VA,Title and Escrow,Reverse Mortgage,84000.0000000,70831.5200000,13168.4800000,3.0000000,89.0000000,36.043478260869600,25.0000000,1.500000000000000,0.0000000,46.0000000
17-503017,2,3863,CA,Title & Sub-Escrow,Refinance,242165.0000000,194832.0000000,47333.0000000,1.0000000,79.0000000,16.666666666666700,19.0000000,0.383333333333333,0.0000000,60.0000000
17-503018,2,3863,CA,Title & Sub-Escrow,Refinance,346000.0000000,348300.0000000,-2300.0000000,1.0000000,55.0000000,13.700000000000000,18.0000000,0.350000000000000,0.0000000,60.0000000
17-503019,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),11700.0000000,130300.0000000,-118600.0000000,1.0000000,46.0000000,16.047619047619000,5.0000000,0.357142857142857,0.0000000,42.0000000
17-503020,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),80050.0000000,364100.0000000,-284050.0000000,2.0000000,43.0000000,16.531250000000000,5.0000000,0.468750000000000,0.0000000,32.0000000
17-503021,2,3863,CA,Title & Sub-Escrow,Refinance,200000.0000000,0.0000000,200000.0000000,0.0000000,35.0000000,8.711111111111110,19.0000000,0.088888888888889,1.0000000,45.0000000
17-503022,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),30000.0000000,191800.0000000,-161800.0000000,1.0000000,42.0000000,13.268292682926800,4.0000000,0.317073170731707,0.0000000,41.0000000
2301-201502,1,3863,CA,Title and Escrow,Reverse Mortgage,100000.0000000,0.0000000,100000.0000000,0.0000000,40.0000000,6.622222222222220,2.0000000,0.088888888888889,1.0000000,45.0000000
17-503023,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),40000.0000000,240000.0000000,-200000.0000000,1.0000000,47.0000000,20.846153846153800,4.0000000,0.423076923076923,0.0000000,26.0000000
2301-201503,1,3863,CA,Title and Escrow,Reverse Mortgage,500000.0000000,0.0000000,500000.0000000,0.0000000,50.0000000,7.444444444444440,1.0000000,0.133333333333333,1.0000000,45.0000000
2301-201504,1,3860,IL,Title and Escrow,Reverse Mortgage,430000.0000000,0.0000000,430000.0000000,0.0000000,55.0000000,14.600000000000000,21.0000000,0.200000000000000,1.0000000,45.0000000
2301-201505,1,3863,CA,Title and Escrow,Reverse Mortgage,100000.0000000,0.0000000,100000.0000000,0.0000000,42.0000000,7.244444444444440,1.0000000,0.155555555555556,1.0000000,45.0000000
2301-201506,1,3860,GA,Title and Escrow,Reverse Mortgage,82000.0000000,0.0000000,82000.0000000,0.0000000,73.0000000,18.288888888888900,19.0000000,0.577777777777778,1.0000000,45.0000000
2301-201508,1,3863,CA,Title and Escrow,Reverse Mortgage,100000.0000000,0.0000000,100000.0000000,0.0000000,39.0000000,6.088888888888890,1.0000000,0.044444444444444,1.0000000,45.0000000
17-503024,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),250000.0000000,769722.0000000,-519722.0000000,3.0000000,40.0000000,15.942857142857100,8.0000000,0.314285714285714,0.0000000,35.0000000
17-503025,2,3863,CA,LCP - Title Only,Refinance,22250.0000000,290728.0000000,-268478.0000000,1.0000000,43.0000000,17.823529411764700,5.0000000,0.323529411764706,0.0000000,34.0000000
2301-201509,1,3863,CA,Title and Escrow,Reverse Mortgage,100000.0000000,0.0000000,100000.0000000,0.0000000,39.0000000,6.800000000000000,1.0000000,0.044444444444444,1.0000000,45.0000000
17-503027,2,3863,CA,LCP - Title Only,Refinance,100.0000000,4829.7500000,-4729.7500000,7.0000000,30.0000000,2.138888888888890,14.0000000,0.016666666666667,0.0000000,180.0000000
17-503028,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),90200.0000000,384000.0000000,-293800.0000000,1.0000000,42.0000000,17.625000000000000,4.0000000,0.343750000000000,0.0000000,32.0000000
17-503029,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),75000.0000000,506000.0000000,-431000.0000000,1.0000000,27.0000000,2.083870967741940,4.0000000,0.025806451612903,0.0000000,155.0000000
17-503030,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),49900.0000000,164000.0000000,-114100.0000000,1.0000000,40.0000000,13.048780487804900,6.0000000,0.243902439024390,0.0000000,41.0000000
2301-201510,1,3863,AZ,Title and Escrow,Reverse Mortgage,111510.0000000,94570.0000000,16940.0000000,3.0000000,104.0000000,45.121951219512200,26.0000000,1.560975609756100,0.0000000,41.0000000
17-503031,2,3863,CA,LCP - Title Only,Refinance,75000.0000000,84000.0000000,-9000.0000000,1.0000000,41.0000000,12.645833333333300,4.0000000,0.208333333333333,0.0000000,48.0000000
2301-201511,1,3860,NC,Title and Escrow,Reverse Mortgage,125000.0000000,105186.2900000,19813.7100000,3.0000000,50.0000000,12.800000000000000,26.0000000,0.311111111111111,1.0000000,45.0000000
17-503032,2,3863,CA,LCP & Sub-Escrow,Refinance,40000.0000000,448339.0000000,-408339.0000000,1.0000000,42.0000000,26.421052631578900,4.0000000,0.578947368421053,0.0000000,19.0000000
17-503033,2,3863,CA,LCP - Title Only,Refinance,17000.0000000,243300.0000000,-226300.0000000,1.0000000,58.0000000,22.718750000000000,4.0000000,0.500000000000000,0.0000000,32.0000000
17-503035,2,3860,IN,Property Report / O&E - Title Only,Uninsured (Info Products),1.0000000,390000.0000000,-389999.0000000,2.0000000,26.0000000,2.412903225806450,6.0000000,0.058064516129032,0.0000000,155.0000000
2301-201512,1,3860,OH,Title and Escrow,Reverse Mortgage,75000.0000000,619.7600000,74380.2400000,2.0000000,52.0000000,11.911111111111100,23.0000000,0.155555555555556,1.0000000,45.0000000
17-503036,2,3863,NV,Title & Full Escrow,Refinance,650000.0000000,722000.0000000,-72000.0000000,2.0000000,71.0000000,35.111111111111100,21.0000000,0.629629629629630,0.0000000,27.0000000
17-503037,2,3863,CA,Title & Full Escrow,Refinance,73700.0000000,41000.0000000,32700.0000000,1.0000000,45.0000000,9.133333333333330,17.0000000,0.088888888888889,1.0000000,45.0000000
2301-201513,1,3860,MD,Title and Escrow,Reverse Mortgage,64044.0000000,30929.5500000,33114.4500000,1.0000000,76.0000000,31.173913043478300,18.0000000,0.978260869565217,0.0000000,46.0000000
17-503040,2,3863,CA,Title Only,Refinance,117890.0000000,335000.0000000,-217110.0000000,1.0000000,51.0000000,31.848484848484800,18.0000000,0.848484848484849,0.0000000,33.0000000
2301-201514,1,3863,CA,Title and Escrow,Reverse Mortgage,246095.0000000,102000.0000000,144095.0000000,1.0000000,88.0000000,8.774193548387100,19.0000000,0.341935483870968,0.0000000,155.0000000
17-503041,2,3860,CO,Title Only,Refinance,613500.0000000,595000.0000000,18500.0000000,1.0000000,49.0000000,8.480392156862750,22.0000000,0.245098039215686,0.0000000,102.0000000
17-503042,2,3863,CA,Title & Sub-Escrow,Refinance,200000.0000000,397000.0000000,-197000.0000000,2.0000000,60.0000000,34.586206896551700,20.0000000,0.827586206896552,0.0000000,29.0000000
2301-201515,1,3863,CA,Title and Escrow,Reverse Mortgage,191100.0000000,367500.0000000,-176400.0000000,1.0000000,67.0000000,29.347826086956500,17.0000000,1.130434782608700,0.0000000,46.0000000
17-503044,2,3863,CA,Title Only,Refinance,373000.0000000,360000.0000000,13000.0000000,1.0000000,32.0000000,8.688888888888890,18.0000000,0.111111111111111,1.0000000,45.0000000
2301-201517,1,3863,CA,Title and Escrow,Reverse Mortgage,236000.0000000,0.0000000,236000.0000000,0.0000000,52.0000000,12.000000000000000,16.0000000,0.266666666666667,1.0000000,45.0000000
2301-201518,1,3863,CA,Title and Escrow,Reverse Mortgage,332140.5000000,404500.0000000,-72359.5000000,2.0000000,84.0000000,75.666666666666700,20.0000000,2.055555555555560,0.0000000,18.0000000
17-503046,2,3860,UT,Title & Sub-Escrow,Refinance,172000.0000000,183869.0000000,-11869.0000000,1.0000000,67.0000000,18.583333333333300,23.0000000,0.450000000000000,0.0000000,60.0000000
2301-201520,1,3860,KY,Title and Escrow,Reverse Mortgage,145500.0000000,150884.8100000,-5384.8100000,2.0000000,53.0000000,16.111111111111100,28.0000000,0.377777777777778,1.0000000,45.0000000
17-503047,2,3863,CA,LCP & Sub-Escrow,Refinance,150000.0000000,1455000.0000000,-1305000.0000000,2.0000000,39.0000000,12.955555555555600,6.0000000,0.400000000000000,1.0000000,45.0000000
17-503048,2,3863,CA,LCP - Title Only,Refinance,100.0000000,233670.1400000,-233570.1400000,3.0000000,31.0000000,2.122222222222220,15.0000000,0.011111111111111,0.0000000,180.0000000
2301-201522,1,3863,FL,Title and Escrow,Reverse Mortgage,107000.0000000,0.0000000,107000.0000000,0.0000000,78.0000000,20.193548387096800,29.0000000,0.516129032258065,0.0000000,62.0000000
17-503049,2,3863,CA,LCP & Sub-Escrow,Refinance,50000.0000000,570150.0000000,-520150.0000000,1.0000000,41.0000000,49.750000000000000,4.0000000,1.250000000000000,0.0000000,12.0000000
17-503052,2,3863,FL,Title & Full Escrow,Refinance,111343.0000000,104000.0000000,7343.0000000,1.0000000,79.0000000,11.955056179775300,31.0000000,0.202247191011236,0.0000000,89.0000000
17-503053,2,3860,CO,Title & Full Escrow,Refinance,396000.0000000,403750.0000000,-7750.0000000,2.0000000,71.0000000,23.043478260869600,25.0000000,0.478260869565217,0.0000000,46.0000000
17-503055,2,3863,CA,LCP - Title Only,Refinance,60000.0000000,448000.0000000,-388000.0000000,1.0000000,44.0000000,33.611111111111100,4.0000000,0.500000000000000,0.0000000,18.0000000
17-503056,2,3863,CA,Title Only,Refinance,188000.0000000,307000.0000000,-119000.0000000,2.0000000,35.0000000,11.111111111111100,25.0000000,0.266666666666667,1.0000000,45.0000000
17-503057,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),1.0000000,221600.0000000,-221599.0000000,1.0000000,26.0000000,1.935483870967740,8.0000000,0.025806451612903,0.0000000,155.0000000
17-503058,2,3860,CO,Title & Full Escrow,Refinance,131859.0000000,141798.0000000,-9939.0000000,1.0000000,72.0000000,31.862068965517200,21.0000000,0.517241379310345,0.0000000,29.0000000
17-503059,2,3863,CA,Title & Full Escrow,Refinance,154000.0000000,137928.4400000,16071.5600000,4.0000000,47.0000000,12.488888888888900,21.0000000,0.288888888888889,1.0000000,45.0000000
17-503060,2,3860,UT,Title & Full Escrow,Refinance,218065.0000000,239540.0000000,-21475.0000000,1.0000000,76.0000000,19.280701754386000,21.0000000,0.456140350877193,0.0000000,57.0000000
17-503061,2,3863,CA,Title & Full Escrow,Refinance,149794.0000000,183000.0000000,-33206.0000000,2.0000000,67.0000000,32.285714285714300,19.0000000,0.535714285714286,0.0000000,28.0000000
17-503062,2,3863,CA,Title & Full Escrow,Refinance,248000.0000000,235653.0000000,12347.0000000,1.0000000,78.0000000,18.345454545454500,20.0000000,0.381818181818182,0.0000000,55.0000000
17-503063,2,3863,CA,Title Only,Refinance,20000.0000000,0.0000000,20000.0000000,0.0000000,55.0000000,31.937500000000000,17.0000000,0.687500000000000,0.0000000,32.0000000
2301-201525,1,3860,AL,Title and Escrow,Reverse Mortgage,49590.0000000,0.0000000,49590.0000000,0.0000000,85.0000000,62.296296296296300,21.0000000,1.888888888888890,0.0000000,27.0000000
17-503064,2,3863,CA,LCP & Sub-Escrow,Refinance,19000.0000000,290000.0000000,-271000.0000000,1.0000000,44.0000000,20.750000000000000,4.0000000,0.642857142857143,0.0000000,28.0000000
2301-201527,1,3863,CA,Title and Escrow,Reverse Mortgage,141240.0000000,0.0000000,141240.0000000,0.0000000,74.0000000,25.204081632653100,17.0000000,0.673469387755102,0.0000000,49.0000000
17-503065,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),150000.0000000,1088500.0000000,-938500.0000000,1.0000000,41.0000000,19.464285714285700,4.0000000,0.428571428571429,0.0000000,28.0000000
17-503066,2,3863,CA,Title Only,Refinance,75000.0000000,0.0000000,75000.0000000,0.0000000,49.0000000,49.928571428571400,19.0000000,1.214285714285710,0.0000000,14.0000000
17-503067,2,3860,UT,Title & Sub-Escrow,Refinance,400000.0000000,304000.0000000,96000.0000000,1.0000000,74.0000000,22.714285714285700,22.0000000,0.857142857142857,0.0000000,56.0000000
2301-201531,1,3863,CA,Title and Escrow,Reverse Mortgage,375300.0000000,250000.0000000,125300.0000000,1.0000000,73.0000000,70.944444444444400,18.0000000,2.055555555555560,0.0000000,18.0000000
17-503068,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,199547.4800000,245396.8000000,-45849.3200000,2.0000000,34.0000000,13.389830508474600,16.0000000,0.423728813559322,0.0000000,59.0000000
17-503069,2,3863,CA,Reverse Mortgage - Title Only,Refinance,262250.0000000,270005.0000000,-7755.0000000,2.0000000,78.0000000,26.338983050847500,21.0000000,0.661016949152542,0.0000000,59.0000000
17-503070,2,3863,CA,Title & Sub-Escrow,Refinance,170940.0000000,277500.0000000,-106560.0000000,1.0000000,94.0000000,24.466666666666700,22.0000000,0.816666666666667,0.0000000,60.0000000
17-503071,2,3863,CA,Title Only,Refinance,165300.0000000,195295.0000000,-29995.0000000,1.0000000,42.0000000,13.022222222222200,18.0000000,0.377777777777778,1.0000000,45.0000000
2301-201532,1,3860,NC,Title and Escrow,Reverse Mortgage,115000.0000000,83975.4300000,31024.5700000,2.0000000,50.0000000,13.400000000000000,22.0000000,0.244444444444444,1.0000000,45.0000000
2301-201533,1,29189,WV,Title and Escrow,Reverse Mortgage,85072.5000000,0.0000000,85072.5000000,0.0000000,71.0000000,24.145454545454500,3.0000000,0.763636363636364,0.0000000,55.0000000
17-503073,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,190349.9200000,215691.2900000,-25341.3700000,11.0000000,12.0000000,7.457627118644070,18.0000000,0.067796610169492,0.0000000,59.0000000
2301-201534,1,3860,ME,Title and Escrow,Reverse Mortgage,73760.0000000,68623.6500000,5136.3500000,2.0000000,72.0000000,32.555555555555600,23.0000000,0.822222222222222,0.0000000,45.0000000
17-503074,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,550900.0000000,1035000.0000000,-484100.0000000,2.0000000,12.0000000,5.983050847457630,7.0000000,0.067796610169492,0.0000000,59.0000000
2301-201535,1,3863,CA,Title and Escrow,Reverse Mortgage,225000.0000000,5000.0000000,220000.0000000,1.0000000,45.0000000,11.244444444444400,15.0000000,0.244444444444444,1.0000000,45.0000000
2301-201536,1,3863,CA,Title and Escrow,Reverse Mortgage,305869.5000000,0.0000000,305869.5000000,0.0000000,82.0000000,12.240740740740700,18.0000000,0.425925925925926,0.0000000,108.0000000
17-503075,2,3863,CA,Title & Full Escrow,Refinance,415000.0000000,390000.0000000,25000.0000000,2.0000000,81.0000000,31.625000000000000,20.0000000,0.843750000000000,0.0000000,32.0000000
17-503076,2,3863,CA,Title & Full Escrow,Refinance,149572.0000000,132554.0000000,17018.0000000,1.0000000,71.0000000,26.410256410256400,17.0000000,0.410256410256410,0.0000000,39.0000000
17-503077,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),425000.0000000,616000.0000000,-191000.0000000,2.0000000,27.0000000,2.051948051948050,7.0000000,0.019480519480520,0.0000000,154.0000000
17-503078,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),25000.0000000,281178.0000000,-256178.0000000,1.0000000,36.0000000,25.722222222222200,6.0000000,0.555555555555556,0.0000000,18.0000000
17-503079,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),23000.0000000,731500.0000000,-708500.0000000,2.0000000,27.0000000,2.266233766233770,5.0000000,0.025974025974026,0.0000000,154.0000000
17-503080,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),60000.0000000,224000.0000000,-164000.0000000,1.0000000,42.0000000,13.804878048780500,4.0000000,0.268292682926829,0.0000000,41.0000000
17-503081,2,3860,NJ,Property Report / O&E & Full Escrow,Uninsured (Info Products),85900.0000000,436000.0000000,-350100.0000000,2.0000000,75.0000000,31.666666666666700,3.0000000,0.888888888888889,0.0000000,27.0000000
17-503082,2,3863,CA,LCP - Title Only,Refinance,20000.0000000,173000.0000000,-153000.0000000,2.0000000,45.0000000,34.625000000000000,5.0000000,0.791666666666667,0.0000000,24.0000000
17-503083,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),39450.0000000,147000.0000000,-107550.0000000,1.0000000,42.0000000,15.975000000000000,4.0000000,0.300000000000000,0.0000000,40.0000000
17-503084,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),41700.0000000,213000.0000000,-171300.0000000,1.0000000,42.0000000,10.698113207547200,4.0000000,0.207547169811321,0.0000000,53.0000000
2301-201539,1,3860,VA,Title and Escrow,Reverse Mortgage,141855.0000000,60000.0000000,81855.0000000,1.0000000,81.0000000,67.190476190476200,24.0000000,2.238095238095240,0.0000000,21.0000000
17-503087,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),82350.0000000,163800.0000000,-81450.0000000,2.0000000,42.0000000,13.317073170731700,6.0000000,0.317073170731707,0.0000000,41.0000000
17-503088,2,3860,ID,Property Report / O&E - Title Only,Uninsured (Info Products),28000.0000000,129000.0000000,-101000.0000000,1.0000000,42.0000000,11.829787234042600,5.0000000,0.276595744680851,0.0000000,47.0000000
17-503089,2,3863,CA,LCP & Sub-Escrow,Refinance,75000.0000000,200000.0000000,-125000.0000000,1.0000000,33.0000000,7.955555555555560,4.0000000,0.088888888888889,1.0000000,45.0000000
17-503090,2,3863,CA,Title & Sub-Escrow,Refinance,293000.0000000,300000.0000000,-7000.0000000,1.0000000,54.0000000,14.857142857142900,18.0000000,0.396825396825397,0.0000000,63.0000000
17-503091,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),250000.0000000,387000.0000000,-137000.0000000,1.0000000,42.0000000,11.775510204081600,4.0000000,0.244897959183673,0.0000000,49.0000000
17-503092,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),60000.0000000,235700.0000000,-175700.0000000,2.0000000,59.0000000,21.000000000000000,7.0000000,0.710526315789474,0.0000000,38.0000000
17-503093,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),109450.0000000,345493.1700000,-236043.1700000,1.0000000,42.0000000,19.928571428571400,4.0000000,0.464285714285714,0.0000000,28.0000000
17-503096,2,3863,CA,LCP - Title Only,Refinance,12803.0000000,294200.0000000,-281397.0000000,1.0000000,43.0000000,32.050000000000000,4.0000000,0.500000000000000,0.0000000,20.0000000
2301-201542,1,3860,DC,Title and Escrow,Reverse Mortgage,336950.0000000,480000.0000000,-143050.0000000,1.0000000,68.0000000,21.530612244898000,19.0000000,0.653061224489796,0.0000000,49.0000000
17-503098,2,3863,FL,Property Report / O&E - Title Only,Uninsured (Info Products),40000.0000000,255151.0000000,-215151.0000000,1.0000000,33.0000000,2.642857142857140,5.0000000,0.019480519480520,0.0000000,154.0000000
17-503099,2,3860,UT,Title Only,Refinance,196326.0000000,183905.0000000,12421.0000000,2.0000000,60.0000000,12.078947368421100,26.0000000,0.381578947368421,0.0000000,76.0000000
2301-201543,1,3863,CA,Title and Escrow,Reverse Mortgage,367220.0000000,75500.0000000,291720.0000000,1.0000000,83.0000000,61.333333333333300,18.0000000,1.761904761904760,0.0000000,21.0000000
17-503100,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),50000.0000000,180000.0000000,-130000.0000000,1.0000000,40.0000000,14.542857142857100,6.0000000,0.257142857142857,0.0000000,35.0000000
17-503101,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),81650.0000000,200500.0000000,-118850.0000000,2.0000000,41.0000000,9.633333333333330,5.0000000,0.200000000000000,0.0000000,60.0000000
17-503102,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),20000.0000000,285000.0000000,-265000.0000000,1.0000000,27.0000000,1.993506493506490,4.0000000,0.025974025974026,0.0000000,154.0000000
17-503103,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),31000.0000000,378026.0000000,-347026.0000000,1.0000000,27.0000000,2.207792207792210,5.0000000,0.038961038961039,0.0000000,154.0000000
17-503104,2,3863,CA,LCP - Title Only,Refinance,42000.0000000,264000.0000000,-222000.0000000,1.0000000,43.0000000,31.190476190476200,4.0000000,0.523809523809524,0.0000000,21.0000000
2301-201545,1,3860,MD,Title and Escrow,Reverse Mortgage,300000.0000000,151000.0000000,149000.0000000,1.0000000,49.0000000,9.488888888888890,19.0000000,0.177777777777778,1.0000000,45.0000000
17-503106,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),30000.0000000,402000.0000000,-372000.0000000,1.0000000,36.0000000,25.333333333333300,6.0000000,0.444444444444444,0.0000000,18.0000000
2301-201546,1,3860,WI,Title and Escrow,Reverse Mortgage,81030.0000000,27500.0000000,53530.0000000,1.0000000,72.0000000,41.423076923076900,21.0000000,1.346153846153850,0.0000000,26.0000000
17-503107,2,3863,CA,LCP - Title Only,Refinance,60000.0000000,40000.0000000,20000.0000000,1.0000000,43.0000000,23.960000000000000,4.0000000,0.320000000000000,0.0000000,25.0000000
17-503108,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),1.0000000,405000.0000000,-404999.0000000,2.0000000,26.0000000,2.194805194805190,12.0000000,0.025974025974026,0.0000000,154.0000000
17-503109,2,3863,CA,Title Only,Refinance,142450.0000000,118808.0000000,23642.0000000,1.0000000,55.0000000,10.565789473684200,18.0000000,0.315789473684211,0.0000000,76.0000000
17-503110,2,3863,CA,LCP & Sub-Escrow,Refinance,47900.0000000,245130.0000000,-197230.0000000,1.0000000,52.0000000,25.580645161290300,5.0000000,0.483870967741935,0.0000000,31.0000000
17-503111,2,3863,CA,Title Only,Refinance,323000.0000000,375702.0000000,-52702.0000000,2.0000000,65.0000000,18.571428571428600,21.0000000,0.571428571428571,0.0000000,49.0000000
2301-201549,1,3860,MI,Title and Escrow,Reverse Mortgage,362000.0000000,0.0000000,362000.0000000,0.0000000,37.0000000,6.511111111111110,1.0000000,0.111111111111111,1.0000000,45.0000000
2301-201550,1,3863,CA,Title and Escrow,Reverse Mortgage,394065.0000000,0.0000000,394065.0000000,0.0000000,75.0000000,48.291666666666700,16.0000000,1.500000000000000,0.0000000,24.0000000
17-503112,2,3863,CA,LCP - Title Only,Refinance,80000.0000000,330000.0000000,-250000.0000000,1.0000000,41.0000000,19.645161290322600,4.0000000,0.354838709677419,0.0000000,31.0000000
2301-201552,1,3860,SC,Title and Escrow,Reverse Mortgage,90347.0000000,0.0000000,90347.0000000,0.0000000,82.0000000,24.795918367346900,21.0000000,0.734693877551020,0.0000000,49.0000000
17-503113,2,3863,CA,Title & Full Escrow,Refinance,277445.0000000,280000.0000000,-2555.0000000,1.0000000,62.0000000,19.975000000000000,19.0000000,0.550000000000000,0.0000000,40.0000000
2301-201553,1,3863,CA,Title and Escrow,Reverse Mortgage,625500.0000000,0.0000000,625500.0000000,0.0000000,50.0000000,9.577777777777780,16.0000000,0.222222222222222,1.0000000,45.0000000
2301-201554,1,3863,FL,Title and Escrow,Reverse Mortgage,134995.0000000,225000.0000000,-90005.0000000,1.0000000,72.0000000,51.346153846153800,30.0000000,1.692307692307690,0.0000000,26.0000000
2301-201555,1,3860,AL,Title and Escrow,Reverse Mortgage,50445.0000000,0.0000000,50445.0000000,0.0000000,89.0000000,43.971428571428600,23.0000000,1.285714285714290,0.0000000,35.0000000
2301-201557,1,3863,FL,Title and Escrow,Reverse Mortgage,115000.0000000,102355.0000000,12645.0000000,2.0000000,56.0000000,11.600000000000000,30.0000000,0.222222222222222,1.0000000,45.0000000
2301-201558,1,3863,CA,Title and Escrow,Reverse Mortgage,194500.0000000,156000.0000000,38500.0000000,1.0000000,45.0000000,10.311111111111100,18.0000000,0.288888888888889,1.0000000,45.0000000
17-503114,2,3863,CA,LCP & Full Escrow,Refinance,70000.0000000,458000.0000000,-388000.0000000,1.0000000,59.0000000,59.846153846153800,4.0000000,0.923076923076923,0.0000000,13.0000000
17-503115,2,3860,CA,Title & Full Escrow,Refinance,66750.0000000,67500.0000000,-750.0000000,1.0000000,59.0000000,12.710144927536200,17.0000000,0.188405797101449,0.0000000,69.0000000
