sFileNumber,vCoverageType,vProduct,nLiens,nAuditEntries,nTotalNotes,oCancelled,oNumDays
17-512494,3863,LCP - Title Only,0.00,1061.00,16.00,0.00,40.00
2301-206594,3863,Title and Escrow,0.00,1476.00,49.00,0.00,39.00
17-512495,3863,Title Only,2.00,713.00,12.00,0.00,46.00
2301-206595,3863,Title and Escrow,1.00,1242.00,41.00,0.00,31.00
17-512496,3863,Title & Full Escrow,1.00,919.00,15.00,0.00,26.00
17-512497,3863,Title & Full Escrow,0.00,230.00,3.00,1.00,45.00
2301-206597,3863,Title and Escrow,1.00,1215.00,27.00,0.00,39.00
17-512498,3863,LCP - Title Only,1.00,622.00,11.00,0.00,47.00
17-512499,3863,LCP - Title Only,1.00,587.00,9.00,0.00,40.00
2301-206598,3863,Title and Escrow,2.00,1267.00,35.00,0.00,31.00
2301-206599,3860,Title and Escrow,0.00,1688.00,56.00,0.00,25.00
17-512502,3862,Title Only,3.00,924.00,24.00,0.00,39.00
17-512507,3863,LCP - Title Only,1.00,543.00,10.00,0.00,23.00
17-512508,3863,LCP - Title Only,0.00,598.00,9.00,0.00,39.00
17-512509,3863,Title & Sub-Escrow,1.00,952.00,15.00,0.00,45.00
2301-206601,3863,Title and Escrow,1.00,1045.00,38.00,0.00,28.00
17-512513,3863,LCP & Sub-Escrow,2.00,787.00,16.00,0.00,51.00
2301-206602,3860,Title and Escrow,1.00,1255.00,42.00,0.00,21.00
17-512514,3863,LCP - Title Only,1.00,621.00,10.00,0.00,28.00
2301-206603,3863,Title and Escrow,1.00,1054.00,32.00,0.00,39.00
17-512519,3862,LCP & Sub-Escrow,1.00,738.00,17.00,0.00,22.00
17-512526,3863,Title Only,1.00,623.00,9.00,0.00,43.00
2301-206607,3860,Title and Escrow,0.00,345.00,5.00,1.00,45.00
2301-206608,3863,Title and Escrow,0.00,1501.00,45.00,0.00,36.00
2301-206614,3863,Title and Escrow,0.00,1198.00,56.00,0.00,37.00
2301-206615,3860,Title and Escrow,0.00,1085.00,30.00,0.00,45.00
17-512534,3863,Title Only,2.00,662.00,13.00,0.00,30.00
2301-206616,3863,Title and Escrow,2.00,1192.00,35.00,0.00,31.00
17-512536,3863,Title & Sub-Escrow,2.00,447.00,8.00,1.00,45.00
17-512538,3863,Title & Sub-Escrow,1.00,986.00,25.00,0.00,35.00
17-512539,3862,Title & Sub-Escrow,1.00,423.00,10.00,1.00,45.00
17-512541,3863,Title & Sub-Escrow,1.00,859.00,15.00,0.00,42.00
17-512543,3863,Title & Full Escrow,1.00,840.00,15.00,0.00,37.00
2301-206617,3860,Title and Escrow,1.00,544.00,18.00,1.00,45.00
17-512544,3863,Title & Sub-Escrow,1.00,869.00,15.00,0.00,24.00
2301-206618,3860,Title and Escrow,0.00,1236.00,44.00,0.00,46.00
17-512552,3863,Title Only,1.00,676.00,13.00,0.00,42.00
17-512553,3863,Title & Sub-Escrow,1.00,1344.00,49.00,0.00,35.00
2301-206622,3863,Title and Escrow,0.00,1473.00,45.00,0.00,30.00
2301-206623,3863,Title and Escrow,1.00,1191.00,36.00,0.00,28.00
2301-206624,3860,Title and Escrow,0.00,1196.00,37.00,0.00,23.00
2301-206625,3860,Title and Escrow,0.00,1124.00,38.00,0.00,28.00
17-512562,3863,LCP & Sub-Escrow,1.00,764.00,12.00,0.00,28.00
2301-206629,3860,Title and Escrow,1.00,1596.00,57.00,0.00,36.00
17-512563,3863,Property Report / O&E - Title Only,1.00,505.00,7.00,0.00,37.00
17-512564,3860,Title & Full Escrow,0.00,282.00,7.00,1.00,45.00
17-512567,3860,Property Report / O&E - Title Only,1.00,614.00,12.00,0.00,35.00
2301-206633,3863,Escrow Only,2.00,587.00,16.00,0.00,4.00
17-512568,3863,Property Report / O&E - Title Only,2.00,512.00,9.00,0.00,24.00
17-512570,3860,Property Report / O&E - Title Only,1.00,493.00,9.00,0.00,30.00
17-512571,3860,Property Report / O&E & Full Escrow,1.00,927.00,24.00,0.00,39.00
2301-206637,3860,Title and Escrow,1.00,1220.00,44.00,0.00,30.00
2301-206638,3860,Title and Escrow,1.00,1164.00,39.00,0.00,32.00
17-512574,3863,LCP - Title Only,1.00,565.00,7.00,0.00,45.00
2301-206641,3860,Title and Escrow,0.00,1522.00,47.00,0.00,29.00
17-512579,3863,LCP - Title Only,1.00,580.00,11.00,0.00,23.00
17-512580,3863,LCP - Title Only,1.00,641.00,10.00,0.00,32.00
2301-206646,3863,Title and Escrow,1.00,1158.00,37.00,0.00,50.00
17-512581,3863,Title & Full Escrow,1.00,871.00,12.00,0.00,24.00
17-512582,3863,LCP - Title Only,1.00,548.00,11.00,0.00,11.00
2301-206649,3863,Title and Escrow,0.00,1379.00,40.00,0.00,30.00
2301-206650,3863,Title and Escrow,0.00,1045.00,33.00,0.00,35.00
2301-206651,3863,Title and Escrow,1.00,1541.00,36.00,0.00,35.00
17-512586,3862,Title & Sub-Escrow,1.00,696.00,12.00,0.00,28.00
2301-206652,3863,Title and Escrow,1.00,1162.00,45.00,0.00,30.00
2301-206653,3863,Title and Escrow,2.00,1311.00,43.00,0.00,35.00
2301-206656,3860,Title and Escrow,2.00,575.00,21.00,1.00,45.00
2301-206659,3863,Title and Escrow,1.00,1142.00,37.00,0.00,30.00
2301-206660,3860,Title Only,19.00,734.00,20.00,1.00,45.00
17-512588,3863,Title Only,1.00,502.00,7.00,0.00,42.00
2301-206661,3860,Title and Escrow,0.00,1201.00,35.00,0.00,28.00
2301-206663,3863,Title and Escrow,1.00,1261.00,41.00,0.00,29.00
17-512589,3860,Property Report / O&E - Title Only,2.00,547.00,13.00,0.00,42.00
2301-206665,3860,Title and Escrow,2.00,653.00,19.00,1.00,45.00
2301-206669,3863,Title and Escrow,1.00,1224.00,42.00,0.00,35.00
2301-206670,3863,Title and Escrow,0.00,1394.00,48.00,0.00,44.00
2301-206672,3863,Title and Escrow,1.00,1118.00,21.00,0.00,36.00
2301-206673,3860,Title and Escrow,1.00,1281.00,39.00,0.00,50.00
17-512592,3863,Title & Full Escrow,1.00,947.00,16.00,0.00,35.00
17-512598,3862,Title & Full Escrow,2.00,896.00,13.00,0.00,39.00
17-512600,3860,Title & Full Escrow,1.00,812.00,14.00,0.00,46.00
17-512601,3863,Title & Full Escrow,1.00,728.00,13.00,0.00,38.00
17-512602,3863,Title & Full Escrow,1.00,802.00,13.00,0.00,43.00
17-512605,3860,Title Only,1.00,444.00,11.00,1.00,45.00
17-512612,3863,Title & Sub-Escrow,2.00,894.00,24.00,0.00,43.00
2301-206676,3863,Title and Escrow,1.00,1057.00,29.00,0.00,34.00
17-512614,3863,LCP - Title Only,1.00,610.00,10.00,0.00,50.00
2301-206678,3860,Title and Escrow,0.00,1225.00,42.00,0.00,28.00
17-512623,3863,LCP - Title Only,1.00,525.00,9.00,0.00,14.00
17-512625,3863,Title & Sub-Escrow,2.00,979.00,22.00,0.00,42.00
17-512633,3863,Title Only,1.00,685.00,13.00,0.00,42.00
17-512635,3862,Title & Sub-Escrow,1.00,874.00,20.00,0.00,31.00
17-512637,3860,TSG - Trustee Sale Guarantee,1.00,370.00,6.00,0.00,0.00
17-512638,3860,Title & Full Escrow,0.00,1097.00,38.00,0.00,49.00
17-512639,3860,TSG - Trustee Sale Guarantee,1.00,454.00,7.00,0.00,0.00
17-512640,3863,TSG - Trustee Sale Guarantee,6.00,416.00,3.00,0.00,0.00
17-512641,3863,LCP - Title Only,1.00,610.00,10.00,0.00,31.00
2301-206685,3860,Title and Escrow,1.00,1349.00,46.00,0.00,35.00
2301-206688,3860,Title and Escrow,1.00,1499.00,53.00,0.00,51.00
2301-206693,3863,Title and Escrow,0.00,1306.00,39.00,0.00,38.00
2301-206696,3863,Title and Escrow,1.00,1264.00,42.00,0.00,29.00
2301-206703,3863,Title and Escrow,1.00,1176.00,43.00,0.00,23.00
17-512645,3863,LCP & Sub-Escrow,1.00,1002.00,15.00,0.00,34.00
17-512647,3863,LCP - Title Only,1.00,558.00,10.00,0.00,20.00
17-512648,3860,Title & Sub-Escrow,1.00,978.00,29.00,0.00,45.00
17-512649,3863,LCP - Title Only,1.00,590.00,11.00,0.00,24.00
17-512650,3863,LCP - Title Only,1.00,744.00,18.00,0.00,24.00
2301-206706,3863,Title and Escrow,1.00,1188.00,37.00,0.00,29.00
17-512653,3863,LCP - Title Only,1.00,484.00,10.00,0.00,21.00
2301-206708,3860,Title and Escrow,0.00,1098.00,46.00,0.00,50.00
17-512659,3863,LCP & Sub-Escrow,1.00,635.00,12.00,0.00,24.00
17-512661,3863,LCP - Title Only,1.00,597.00,9.00,0.00,43.00
17-512666,3860,Property Report / O&E - Title Only,2.00,521.00,9.00,0.00,34.00
2301-206713,3863,Title and Escrow,1.00,1206.00,36.00,0.00,27.00
2301-206714,3863,Title Only,7.00,1303.00,30.00,0.00,34.00
2301-206715,3860,Title and Escrow,1.00,525.00,14.00,1.00,45.00
17-512668,3863,Property Report / O&E - Title Only,1.00,467.00,8.00,0.00,31.00
17-512669,3860,Property Report / O&E - Title Only,1.00,532.00,12.00,0.00,42.00
2301-206718,3860,Title and Escrow,1.00,1165.00,44.00,0.00,50.00
2301-206720,3863,Title and Escrow,0.00,1159.00,34.00,0.00,36.00
17-512673,3860,Property Report / O&E - Title Only,1.00,515.00,11.00,0.00,34.00
17-512674,3862,Title & Sub-Escrow,1.00,948.00,21.00,0.00,35.00
17-512676,3860,Title Only,1.00,645.00,13.00,0.00,52.00
17-512677,3863,Title Only,1.00,801.00,18.00,0.00,42.00
17-512678,3860,Property Report / O&E - Title Only,2.00,693.00,16.00,0.00,45.00
17-512680,3863,Title Only,1.00,743.00,14.00,0.00,28.00
2301-206722,3860,Title and Escrow,0.00,518.00,21.00,1.00,45.00
17-512681,3860,Property Report / O&E - Title Only,2.00,608.00,17.00,0.00,41.00
17-512682,3860,Property Report / O&E - Title Only,1.00,510.00,10.00,0.00,29.00
2301-206723,3860,Title and Escrow,1.00,1069.00,26.00,0.00,34.00
17-512685,3860,Property Report / O&E & Full Escrow,2.00,934.00,23.00,0.00,38.00
2301-206725,3860,Title and Escrow,1.00,833.00,24.00,1.00,45.00
17-512686,3860,Property Report / O&E - Title Only,1.00,620.00,15.00,0.00,31.00
2301-206727,3860,Title and Escrow,2.00,1359.00,44.00,0.00,20.00
17-512688,3862,Title & Sub-Escrow,2.00,1028.00,22.00,0.00,41.00
17-512689,3862,Title & Full Escrow,0.00,387.00,8.00,1.00,45.00
17-512698,3863,LCP - Title Only,1.00,713.00,13.00,0.00,34.00
17-512700,3863,LCP - Title Only,1.00,651.00,10.00,0.00,35.00
17-512701,3863,LCP - Title Only,1.00,629.00,7.00,0.00,34.00
17-512702,3863,LCP & Sub-Escrow,2.00,831.00,16.00,0.00,52.00
2301-206732,3860,Title and Escrow,1.00,1278.00,36.00,0.00,49.00
17-512704,3863,LCP - Title Only,1.00,639.00,9.00,0.00,49.00
2301-206733,3860,Title and Escrow,1.00,453.00,12.00,1.00,45.00
2301-206734,3863,Title and Escrow,0.00,1334.00,43.00,0.00,34.00
2301-206737,3863,Title and Escrow,1.00,1328.00,37.00,0.00,23.00
2301-206740,3860,Title and Escrow,2.00,1475.00,50.00,0.00,35.00
2301-206742,3863,Title and Escrow,1.00,485.00,9.00,1.00,45.00
2301-206744,3863,Title Only,1.00,831.00,19.00,0.00,42.00
17-512717,3863,LCP & Sub-Escrow,2.00,800.00,16.00,0.00,29.00
17-512718,3860,TSG - Trustee Sale Guarantee,18.00,541.00,8.00,0.00,0.00
17-512719,3863,LCP - Title Only,1.00,361.00,4.00,1.00,45.00
2301-206751,3860,Reverse Mortgage - Title & Full Escrow,0.00,282.00,3.00,1.00,45.00
2301-206752,3863,Title and Escrow,0.00,1307.00,36.00,0.00,21.00
17-512722,3860,Title & Full Escrow,1.00,1243.00,26.00,0.00,33.00
17-512723,3863,Title Only,1.00,602.00,10.00,0.00,43.00
2301-206753,3863,Title and Escrow,1.00,1385.00,39.00,0.00,33.00
17-512726,3863,Title Only,1.00,589.00,9.00,0.00,49.00
17-512727,3863,LCP - Title Only,1.00,608.00,10.00,0.00,35.00
17-512728,3863,LCP - Title Only,2.00,620.00,16.00,0.00,49.00
17-512731,3863,Title & Sub-Escrow,1.00,754.00,11.00,0.00,29.00
2301-206754,3860,Title and Escrow,0.00,1276.00,43.00,0.00,34.00
2301-206755,3863,Title and Escrow,1.00,1180.00,42.00,0.00,34.00
17-512738,3862,Title & Sub-Escrow,1.00,968.00,21.00,0.00,34.00
2301-206757,3863,Title and Escrow,1.00,1319.00,36.00,0.00,14.00
17-512740,3860,Title & Sub-Escrow,1.00,915.00,20.00,0.00,44.00
2301-206759,3863,Title and Escrow,1.00,1521.00,62.00,0.00,30.00
2301-206760,3863,Title and Escrow,0.00,1318.00,44.00,0.00,30.00
17-512746,3863,Title & Sub-Escrow,1.00,664.00,13.00,0.00,30.00
17-512747,3863,LCP & Sub-Escrow,2.00,804.00,25.00,0.00,50.00
2301-206761,3863,Title and Escrow,1.00,938.00,21.00,1.00,45.00
2301-206762,3863,Title and Escrow,0.00,1450.00,49.00,0.00,41.00
17-512752,3860,Title & Full Escrow,1.00,946.00,25.00,0.00,34.00
17-512754,3863,Title & Full Escrow,2.00,816.00,18.00,0.00,28.00
17-512757,3863,Title & Full Escrow,2.00,953.00,15.00,0.00,40.00
2301-206767,3863,Title and Escrow,1.00,474.00,13.00,1.00,45.00
2301-206770,3863,Title and Escrow,2.00,711.00,12.00,1.00,45.00
2301-206771,3863,Title and Escrow,1.00,1567.00,55.00,0.00,43.00
17-512766,3863,Title Only,1.00,597.00,12.00,0.00,40.00
17-512768,3863,LCP - Title Only,1.00,627.00,8.00,0.00,35.00
17-512769,3863,Title & Full Escrow,0.00,1049.00,19.00,0.00,34.00
2301-206774,3863,Title and Escrow,1.00,1566.00,67.00,0.00,26.00
2301-206775,3863,Title and Escrow,1.00,569.00,10.00,1.00,45.00
2301-206776,3863,Title and Escrow,1.00,1385.00,44.00,0.00,50.00
2301-206779,3863,Title and Escrow,1.00,1307.00,41.00,0.00,28.00
2301-206781,3860,Title and Escrow,0.00,240.00,2.00,1.00,45.00
2301-206785,3863,Title and Escrow,0.00,1297.00,39.00,0.00,28.00
17-512785,3860,Property Report / O&E - Title Only,1.00,555.00,14.00,0.00,29.00
2301-206790,3860,Title and Escrow,0.00,503.00,12.00,1.00,45.00
17-512786,3860,Property Report / O&E - Title Only,1.00,524.00,13.00,0.00,40.00
17-512787,3860,Property Report / O&E - Title Only,1.00,493.00,8.00,0.00,30.00
17-512790,3860,Property Report / O&E - Title Only,1.00,589.00,11.00,0.00,30.00
17-512791,3863,LCP - Title Only,1.00,644.00,8.00,0.00,41.00
17-512792,3863,Title & Full Escrow,2.00,372.00,5.00,1.00,45.00
17-512793,3863,LCP - Title Only,1.00,611.00,8.00,0.00,41.00
17-512795,3862,Title & Sub-Escrow,1.00,910.00,24.00,0.00,35.00
17-512799,3863,Title & Sub-Escrow,1.00,844.00,13.00,0.00,40.00
17-512800,3860,Property Report / O&E - Title Only,1.00,526.00,10.00,0.00,41.00
2301-206794,3863,Title and Escrow,1.00,1174.00,30.00,0.00,34.00
17-512802,3860,Property Report / O&E - Title Only,1.00,529.00,10.00,0.00,41.00
2301-206796,3860,Title and Escrow,0.00,1378.00,50.00,0.00,40.00
2301-206797,3863,Title and Escrow,0.00,1152.00,29.00,0.00,27.00
17-512806,3860,Property Report / O&E - Title Only,1.00,551.00,14.00,0.00,30.00
2301-206798,3860,Title and Escrow,1.00,1468.00,39.00,0.00,34.00
17-512808,3863,LCP - Title Only,0.00,643.00,9.00,0.00,30.00
2301-206799,3863,Title and Escrow,1.00,1240.00,45.00,0.00,34.00
17-512810,3863,Title Only,0.00,605.00,14.00,0.00,51.00
17-512812,3863,LCP & Sub-Escrow,1.00,791.00,20.00,0.00,49.00
2301-206803,3863,Title and Escrow,2.00,734.00,24.00,0.00,27.00
17-512814,3863,LCP - Title Only,0.00,604.00,9.00,0.00,33.00
2301-206804,3860,Title and Escrow,0.00,507.00,11.00,1.00,45.00
2301-206805,3863,Title and Escrow,2.00,485.00,13.00,1.00,45.00
17-512815,3862,Title & Full Escrow,0.00,260.00,8.00,1.00,45.00
2301-206807,29189,Title and Escrow,0.00,1065.00,33.00,0.00,23.00
2301-206808,3860,Title and Escrow,0.00,610.00,10.00,1.00,45.00
17-512818,3860,Reverse Mortgage - Title & Full Escrow,1.00,461.00,7.00,1.00,45.00
2301-206809,3860,Title and Escrow,1.00,1506.00,58.00,0.00,50.00
2301-206811,3860,Title and Escrow,0.00,1340.00,32.00,0.00,33.00
2301-206812,3863,Title and Escrow,1.00,522.00,12.00,1.00,45.00
17-512823,3863,Title Only,1.00,734.00,17.00,0.00,39.00
2301-206813,3860,Title and Escrow,2.00,1154.00,38.00,0.00,26.00
2301-206814,3863,Title and Escrow,0.00,1278.00,44.00,0.00,32.00
2301-206815,3860,Title and Escrow,0.00,466.00,9.00,1.00,45.00
17-512827,3863,LCP - Title Only,1.00,612.00,8.00,0.00,40.00
17-512833,3863,Title & Full Escrow,2.00,1125.00,24.00,0.00,36.00
17-512834,3862,Title Only,1.00,289.00,4.00,1.00,45.00
17-512837,3863,Title Only,1.00,658.00,10.00,0.00,29.00
2301-206818,3863,Title and Escrow,1.00,1104.00,29.00,0.00,33.00
2301-206819,3860,Title and Escrow,1.00,1387.00,33.00,0.00,40.00
2301-206820,3863,Title and Escrow,1.00,1455.00,65.00,0.00,25.00
17-512841,3863,Title & Sub-Escrow,1.00,974.00,18.00,0.00,39.00
17-512842,3863,LCP - Title Only,1.00,560.00,7.00,0.00,34.00
17-512843,3863,Title & Full Escrow,1.00,365.00,7.00,1.00,45.00
2301-206822,3860,Title and Escrow,0.00,1281.00,39.00,0.00,33.00
2301-206823,3860,Title and Escrow,1.00,1095.00,37.00,0.00,32.00
2301-206825,3863,Title and Escrow,1.00,1429.00,48.00,0.00,41.00
2301-206829,3860,Title and Escrow,2.00,1851.00,58.00,0.00,41.00
2301-206833,3863,Title and Escrow,1.00,1326.00,37.00,0.00,25.00
2301-206835,3863,Title and Escrow,1.00,1552.00,46.00,0.00,33.00
2301-206838,3863,Title and Escrow,1.00,1190.00,42.00,0.00,48.00
2301-206840,3863,Title and Escrow,1.00,1602.00,47.00,0.00,33.00
17-512846,3863,LCP - Title Only,1.00,487.00,9.00,0.00,18.00
17-512848,3863,Title & Sub-Escrow,1.00,889.00,15.00,0.00,32.00
17-512849,3860,Title & Full Escrow,2.00,1009.00,22.00,0.00,42.00
17-512854,3863,LCP - Title Only,1.00,575.00,7.00,0.00,29.00
17-512855,3863,Reverse Mortgage - Title Only,0.00,671.00,13.00,0.00,49.00
17-512862,3863,Title & Sub-Escrow,1.00,766.00,15.00,0.00,42.00
2301-206844,3860,Title and Escrow,0.00,1274.00,39.00,0.00,43.00
2301-206847,3863,Title and Escrow,0.00,1485.00,37.00,0.00,29.00
2301-206848,3863,Title and Escrow,0.00,399.00,13.00,1.00,45.00
2301-206851,3860,Title and Escrow,2.00,1216.00,32.00,0.00,36.00
17-512869,3863,Title & Sub-Escrow,2.00,994.00,26.00,0.00,36.00
17-512870,3860,Title Only,0.00,286.00,5.00,1.00,45.00
2301-206852,3860,Title and Escrow,1.00,574.00,21.00,1.00,45.00
2301-206854,3860,Title and Escrow,1.00,1236.00,28.00,0.00,36.00
2301-206855,29189,Title and Escrow,0.00,1103.00,41.00,0.00,34.00
2301-206856,3860,Title and Escrow,1.00,1074.00,40.00,0.00,41.00
17-512880,3863,Title Only,1.00,721.00,18.00,0.00,28.00
2301-206858,3860,Title and Escrow,1.00,1077.00,49.00,0.00,48.00
17-512883,3863,Title Only,1.00,730.00,21.00,0.00,36.00
2301-206860,3860,Title and Escrow,0.00,1263.00,35.00,0.00,40.00
2301-206861,3863,Title and Escrow,1.00,1293.00,52.00,0.00,48.00
17-512885,3863,Title & Full Escrow,1.00,849.00,20.00,0.00,27.00
17-512886,3860,Property Report / O&E - Title Only,2.00,559.00,11.00,0.00,32.00
17-512888,3860,Property Report / O&E - Title Only,1.00,519.00,8.00,0.00,29.00
17-512889,3860,Property Report / O&E - Title Only,1.00,574.00,15.00,0.00,28.00
17-512890,3863,Title Only,0.00,1157.00,24.00,0.00,48.00
17-512891,3863,Title & Full Escrow,1.00,899.00,14.00,0.00,25.00
17-512893,3863,Title & Full Escrow,1.00,843.00,12.00,0.00,39.00
17-512898,3860,Property Report / O&E - Title Only,2.00,554.00,11.00,0.00,39.00
17-512900,3863,Title & Full Escrow,1.00,849.00,19.00,0.00,40.00
17-512901,3860,Property Report / O&E - Title Only,1.00,543.00,9.00,0.00,29.00
17-512904,3863,LCP & Sub-Escrow,1.00,852.00,21.00,0.00,47.00
17-512908,3860,Property Report / O&E - Title Only,1.00,539.00,11.00,0.00,32.00
17-512909,3860,Property Report / O&E - Title Only,1.00,551.00,7.00,0.00,29.00
17-512916,3862,LCP & Sub-Escrow,3.00,386.00,6.00,1.00,45.00
17-512919,3863,LCP - Title Only,1.00,637.00,12.00,0.00,41.00
2301-206866,3860,Title and Escrow,0.00,1798.00,62.00,0.00,40.00
17-512921,3863,Title Only,0.00,521.00,10.00,0.00,39.00
2301-206867,3863,Title and Escrow,1.00,993.00,31.00,0.00,43.00
2301-206868,3860,Title and Escrow,0.00,1029.00,26.00,0.00,39.00
2301-206869,29189,Title and Escrow,0.00,1299.00,33.00,0.00,41.00
2301-206872,3860,Title and Escrow,1.00,497.00,12.00,1.00,45.00
2301-206873,3860,Title and Escrow,1.00,559.00,23.00,1.00,45.00
17-512926,3863,LCP - Title Only,1.00,562.00,10.00,0.00,39.00
17-512928,3863,LCP - Title Only,1.00,648.00,11.00,0.00,47.00
17-512929,3863,Title & Full Escrow,1.00,344.00,6.00,1.00,45.00
17-512931,3862,Title Only,1.00,691.00,14.00,0.00,28.00
2301-206876,29189,Title and Escrow,0.00,1041.00,40.00,0.00,38.00
2301-206877,3863,Title and Escrow,1.00,1268.00,50.00,0.00,31.00
2301-206878,3860,Title and Escrow,0.00,1322.00,71.00,0.00,48.00
17-512934,3863,TSG - Trustee Sale Guarantee,7.00,421.00,3.00,0.00,0.00
2301-206883,3863,Title and Escrow,1.00,1048.00,34.00,0.00,25.00
17-512937,3860,Title Only,2.00,782.00,15.00,0.00,21.00
17-512939,3863,Title & Sub Escrow,1.00,1184.00,26.00,0.00,35.00
2301-206885,3860,Title and Escrow,1.00,562.00,17.00,1.00,45.00
17-512940,3863,Title & Sub-Escrow,1.00,715.00,19.00,0.00,49.00
17-512941,3863,LCP - Title Only,1.00,709.00,13.00,0.00,31.00
17-512944,3863,Title Only,1.00,811.00,24.00,0.00,46.00
2301-206894,3863,Title and Escrow,1.00,1791.00,64.00,0.00,32.00
2301-206902,3863,Title and Escrow,1.00,1559.00,41.00,0.00,31.00
2301-206906,3863,Title and Escrow,1.00,1019.00,39.00,0.00,47.00
17-512946,3863,Title & Full Escrow,1.00,983.00,15.00,0.00,32.00
17-512948,3862,Title & Full Escrow,1.00,918.00,19.00,0.00,31.00
2301-206907,3860,Title and Escrow,1.00,1031.00,32.00,0.00,39.00
17-512954,3860,Reverse Mortgage - Title Only,1.00,1184.00,25.00,0.00,41.00
17-512955,3860,Title & Full Escrow,1.00,880.00,15.00,0.00,32.00
2301-206908,3860,Title and Escrow,0.00,1299.00,62.00,0.00,39.00
2301-206910,3863,Title and Escrow,2.00,1120.00,30.00,0.00,38.00
2301-206911,3860,Title and Escrow,0.00,1243.00,38.00,0.00,31.00
17-512961,3863,Title & Sub-Escrow,1.00,379.00,6.00,1.00,45.00
17-512962,3863,LCP - Title Only,1.00,566.00,9.00,0.00,17.00
2301-206914,3860,Title and Escrow,1.00,1637.00,48.00,0.00,48.00
17-512966,3860,Title Only,2.00,750.00,19.00,0.00,20.00
2301-206915,3860,Title and Escrow,2.00,1291.00,34.00,0.00,25.00
17-512972,3860,Property Report / O&E & Full Escrow,1.00,837.00,19.00,0.00,38.00
17-512974,3860,Property Report / O&E - Title Only,1.00,566.00,13.00,0.00,42.00
17-512977,3860,Property Report / O&E - Title Only,2.00,519.00,10.00,0.00,39.00
17-512981,3860,Property Report / O&E - Title Only,1.00,546.00,8.00,0.00,27.00
17-512985,3863,Title & Sub-Escrow,2.00,876.00,18.00,0.00,33.00
2301-206919,3863,Title and Escrow,1.00,1366.00,31.00,0.00,38.00
17-512987,3863,Title & Sub-Escrow,2.00,966.00,21.00,0.00,39.00
17-512988,3860,Property Report / O&E - Title Only,1.00,559.00,11.00,0.00,27.00
2301-206920,3863,Title and Escrow,0.00,1041.00,28.00,0.00,18.00
2301-206922,3860,Title and Escrow,1.00,1238.00,50.00,0.00,31.00
2301-206925,3860,Title and Escrow,0.00,415.00,9.00,1.00,45.00
2301-206926,3863,Title Only,0.00,1023.00,26.00,0.00,34.00
17-512991,3863,Title & Sub-Escrow,1.00,1078.00,26.00,0.00,35.00
17-512995,3863,Property Report / O&E - Title Only,2.00,545.00,14.00,0.00,38.00
17-512996,3863,Property Report / O&E - Title Only,2.00,515.00,9.00,0.00,28.00
2301-206928,3863,Title and Escrow,1.00,1131.00,36.00,0.00,26.00
2301-206930,3863,Title and Escrow,1.00,1352.00,42.00,0.00,32.00
17-512997,3863,Title & Sub-Escrow,2.00,815.00,16.00,0.00,47.00
2301-206932,3863,Title and Escrow,1.00,1169.00,36.00,0.00,25.00
2301-206935,3863,Title and Escrow,0.00,800.00,32.00,1.00,45.00
17-513004,3863,Title & Full Escrow,2.00,986.00,21.00,0.00,34.00
2301-206937,3863,Title and Escrow,1.00,425.00,11.00,1.00,45.00
2301-206939,3860,Title and Escrow,1.00,1095.00,39.00,0.00,27.00
17-513013,3863,Title & Full Escrow,0.00,268.00,4.00,1.00,45.00
17-513014,3860,TSG - Trustee Sale Guarantee,2.00,469.00,7.00,0.00,0.00
17-513015,3863,TSG - Trustee Sale Guarantee,2.00,398.00,6.00,0.00,0.00
17-513017,3863,LCP - Title Only,1.00,666.00,17.00,0.00,29.00
2301-206940,3860,Title and Escrow,1.00,602.00,19.00,1.00,45.00
17-513023,3863,LCP - Title Only,2.00,634.00,14.00,0.00,43.00
17-513028,3863,LCP - Title Only,1.00,692.00,16.00,0.00,43.00
2301-206944,3863,Title and Escrow,1.00,1738.00,59.00,0.00,28.00
2301-206945,3863,Title and Escrow,0.00,1409.00,45.00,0.00,23.00
2301-206948,3863,Title and Escrow,1.00,1338.00,35.00,0.00,35.00
2301-206952,3860,Title and Escrow,1.00,1073.00,33.00,0.00,15.00
2301-206953,3863,Title and Escrow,1.00,1488.00,51.00,0.00,29.00
17-513029,3863,Title & Full Escrow,2.00,1039.00,17.00,0.00,28.00
17-513030,3863,LCP - Title Only,1.00,670.00,11.00,0.00,29.00
17-513033,3863,Title Only,1.00,317.00,6.00,1.00,45.00
17-513036,3863,LCP - Title Only,1.00,656.00,10.00,0.00,27.00
17-513038,3860,Title Only,0.00,748.00,10.00,0.00,16.00
17-513048,3863,Title Only,1.00,777.00,16.00,0.00,31.00
2301-206965,3863,Title and Escrow,1.00,1074.00,34.00,0.00,29.00
17-513049,3863,Title & Full Escrow,1.00,373.00,7.00,1.00,45.00
2301-206966,3860,Title and Escrow,0.00,1036.00,37.00,0.00,35.00
2301-206967,3860,Title and Escrow,1.00,1239.00,45.00,0.00,22.00
2301-206968,3863,Title and Escrow,1.00,1224.00,40.00,0.00,22.00
17-513052,3860,Title & Full Escrow,1.00,933.00,20.00,0.00,22.00
2301-206972,3860,Title and Escrow,0.00,1251.00,31.00,0.00,28.00
17-513055,3860,Title & Full Escrow,1.00,886.00,18.00,0.00,38.00
2301-206977,3860,Title and Escrow,1.00,849.00,25.00,1.00,45.00
