sFileNumber,vCoverageType,vProduct,nLiens,nAuditEntries,nTotalNotes,oCancelled,oNumDays
17-506586,3863,Title & Full Escrow,1.00,819.00,19.00,0.00,55.00
17-506587,3863,Property Report / O&E - Title Only,1.00,556.00,9.00,0.00,32.00
17-506588,3860,Property Report / O&E - Title Only,1.00,590.00,17.00,0.00,40.00
17-506589,3860,Property Report / O&E - Title Only,1.00,538.00,11.00,0.00,40.00
17-506590,3860,Property Report / O&E - Title Only,1.00,551.00,13.00,0.00,41.00
17-506591,3860,Property Report / O&E - Title Only,1.00,566.00,14.00,0.00,52.00
17-506593,3863,Title Only,1.00,381.00,4.00,1.00,45.00
17-506594,3860,Property Report / O&E - Title Only,2.00,672.00,18.00,0.00,33.00
17-506595,3860,Property Report / O&E & Full Escrow,2.00,955.00,33.00,0.00,59.00
17-506596,3863,Title & Full Escrow,1.00,770.00,11.00,0.00,39.00
17-506598,3860,Property Report / O&E - Title Only,1.00,527.00,11.00,0.00,38.00
17-506599,3862,Title & Full Escrow,1.00,989.00,23.00,0.00,95.00
17-506600,3863,Title & Full Escrow,2.00,347.00,5.00,1.00,45.00
17-506601,3863,Title & Full Escrow,1.00,422.00,9.00,1.00,45.00
17-506603,3863,Property Report / O&E - Title Only,2.00,306.00,5.00,0.00,131.00
17-506604,3860,Property Report / O&E - Title Only,1.00,512.00,10.00,0.00,96.00
17-506605,3862,Title Only,1.00,882.00,17.00,0.00,45.00
2301-203176,3863,Title and Escrow,0.00,1263.00,36.00,0.00,115.00
17-506606,3860,Property Report / O&E - Title Only,1.00,410.00,12.00,1.00,45.00
2301-203177,3863,Title and Escrow,1.00,1167.00,38.00,0.00,26.00
17-506607,3863,Property Report / O&E - Title Only,1.00,535.00,15.00,0.00,131.00
17-506608,3863,LCP - Title Only,0.00,214.00,3.00,1.00,45.00
17-506609,3863,Title & Sub-Escrow,0.00,1288.00,28.00,0.00,27.00
17-506610,3862,Title Only,1.00,683.00,16.00,0.00,24.00
17-506611,3863,Property Report / O&E - Title Only,1.00,465.00,8.00,0.00,26.00
17-506612,3863,Property Report / O&E - Title Only,1.00,414.00,8.00,0.00,32.00
17-506613,3863,Property Report / O&E - Title Only,1.00,428.00,7.00,0.00,13.00
17-506614,3863,Title Only,1.00,687.00,13.00,0.00,27.00
17-506615,3863,Property Report / O&E - Title Only,1.00,411.00,8.00,0.00,26.00
17-506616,3862,Title & Sub-Escrow,1.00,886.00,15.00,0.00,49.00
17-506617,3862,Title & Sub-Escrow,2.00,1127.00,27.00,0.00,99.00
2301-203178,3860,Title and Escrow,1.00,1339.00,55.00,0.00,59.00
2301-203179,3860,Title and Escrow,0.00,1390.00,37.00,0.00,36.00
17-506620,3863,Property Report / O&E - Title Only,1.00,593.00,12.00,0.00,29.00
17-506621,3860,Title Only,1.00,1009.00,33.00,0.00,70.00
17-506623,3860,Title Only,1.00,836.00,24.00,0.00,73.00
17-506626,3863,Title Only,1.00,750.00,20.00,0.00,104.00
17-506627,3863,Title & Sub-Escrow,2.00,761.00,19.00,0.00,64.00
17-506628,3863,Title Only,1.00,388.00,5.00,1.00,45.00
17-506629,3863,Property Report / O&E - Title Only,1.00,408.00,8.00,0.00,14.00
17-506631,3863,Title & Sub-Escrow,1.00,767.00,11.00,0.00,16.00
2301-203180,3863,Title and Escrow,0.00,1249.00,47.00,0.00,17.00
17-506632,3863,Title Only,1.00,750.00,19.00,0.00,56.00
17-506633,3862,Title Only,1.00,782.00,13.00,0.00,44.00
17-506634,3860,TSG - Trustee Sale Guarantee,3.00,858.00,25.00,0.00,6.00
2301-203181,3860,Title and Escrow,0.00,1251.00,50.00,0.00,34.00
17-506636,3862,Title Only,1.00,652.00,14.00,0.00,30.00
17-506638,3863,Title & Sub-Escrow,3.00,1000.00,30.00,0.00,65.00
17-506639,3863,LCP - Title Only,1.00,567.00,13.00,0.00,49.00
17-506640,3863,TSG - Trustee Sale Guarantee,1.00,446.00,5.00,0.00,6.00
17-506641,3860,TSG - Trustee Sale Guarantee,1.00,460.00,9.00,0.00,6.00
17-506642,3863,TSG - Trustee Sale Guarantee,1.00,502.00,9.00,0.00,6.00
17-506643,3863,TSG - Trustee Sale Guarantee,1.00,418.00,3.00,0.00,6.00
17-506644,3863,Title Only,1.00,825.00,25.00,0.00,35.00
17-506646,3863,LCP - Title Only,2.00,620.00,14.00,0.00,36.00
17-506647,3863,TSG - Trustee Sale Guarantee,1.00,393.00,3.00,0.00,6.00
17-506648,3863,TSG - Trustee Sale Guarantee,3.00,427.00,3.00,0.00,6.00
17-506649,3863,TSG - Trustee Sale Guarantee,1.00,487.00,15.00,0.00,6.00
17-506650,3863,TSG - Trustee Sale Guarantee,1.00,480.00,7.00,0.00,6.00
17-506651,3863,TSG - Trustee Sale Guarantee,2.00,411.00,4.00,0.00,6.00
17-506652,3863,TSG - Trustee Sale Guarantee,2.00,449.00,6.00,0.00,6.00
2301-203184,3863,Title and Escrow,0.00,1195.00,30.00,0.00,20.00
2301-203185,3863,Title and Escrow,0.00,1334.00,50.00,0.00,22.00
17-506654,3863,LCP - Title Only,1.00,621.00,12.00,0.00,43.00
17-506655,3863,Property Report / O&E - Title Only,1.00,257.00,3.00,0.00,101.00
2301-203189,3863,Title and Escrow,1.00,1500.00,56.00,0.00,34.00
2301-203190,3860,Title and Escrow,0.00,1442.00,54.00,0.00,31.00
17-506656,3860,Reverse Mortgage - Title Only,0.00,1290.00,62.00,0.00,143.00
17-506657,3863,LCP & Sub-Escrow,1.00,874.00,15.00,0.00,31.00
17-506658,3863,Title & Sub-Escrow,1.00,863.00,17.00,0.00,41.00
17-506659,3863,LCP - Title Only,1.00,647.00,12.00,0.00,28.00
17-506660,3862,Title & Sub-Escrow,3.00,443.00,6.00,1.00,45.00
17-506661,3863,Title & Sub-Escrow,2.00,1011.00,22.00,0.00,51.00
2301-203194,3863,Title and Escrow,0.00,1369.00,55.00,0.00,55.00
2301-203196,3860,Title and Escrow,1.00,1241.00,48.00,0.00,31.00
2301-203197,3860,Title and Escrow,0.00,991.00,32.00,0.00,29.00
2301-203198,3860,Title and Escrow,2.00,519.00,18.00,1.00,45.00
17-506665,3862,Title Only,1.00,424.00,8.00,1.00,45.00
17-506666,3863,LCP - Title Only,1.00,567.00,10.00,0.00,15.00
17-506667,3863,Property Report / O&E - Title Only,1.00,441.00,9.00,0.00,24.00
17-506668,3862,Title & Sub-Escrow,1.00,1027.00,23.00,0.00,45.00
2301-203199,3860,Title and Escrow,0.00,788.00,27.00,1.00,45.00
17-506669,3860,Title Only,0.00,308.00,6.00,1.00,45.00
17-506671,3862,Title Only,1.00,764.00,22.00,0.00,59.00
17-506673,3862,LCP - Title Only,1.00,780.00,30.00,0.00,36.00
17-506674,3863,Title Only,1.00,622.00,8.00,0.00,24.00
17-506676,3863,Title & Full Escrow,1.00,979.00,17.00,0.00,57.00
17-506681,3862,Title Only,1.00,580.00,16.00,1.00,45.00
2301-203200,3863,Title and Escrow,2.00,1921.00,64.00,0.00,125.00
2301-203201,3863,Title and Escrow,1.00,1169.00,41.00,0.00,34.00
17-506683,3863,Title Only,1.00,926.00,25.00,0.00,72.00
17-506684,3860,Property Report / O&E - Title Only,1.00,632.00,16.00,0.00,132.00
17-506685,3863,Title & Sub-Escrow,1.00,935.00,22.00,0.00,56.00
17-506686,3860,Property Report / O&E - Title Only,1.00,569.00,14.00,0.00,55.00
2301-203202,3860,Title and Escrow,0.00,1606.00,64.00,0.00,44.00
17-506687,3863,Property Report / O&E - Title Only,2.00,543.00,10.00,0.00,64.00
17-506688,3860,Property Report / O&E - Title Only,1.00,571.00,12.00,0.00,29.00
17-506689,3863,Property Report / O&E - Title Only,1.00,264.00,3.00,0.00,101.00
17-506690,3860,Title & Sub-Escrow,1.00,935.00,23.00,0.00,59.00
17-506692,3860,Property Report / O&E - Title Only,2.00,533.00,13.00,0.00,78.00
17-506693,3863,Title Only,1.00,1162.00,42.00,0.00,52.00
17-506694,3860,Title & Sub-Escrow,1.00,533.00,18.00,1.00,45.00
17-506695,3863,Property Report / O&E - Title Only,1.00,492.00,9.00,0.00,101.00
17-506696,3863,Property Report / O&E - Title Only,1.00,525.00,9.00,0.00,37.00
17-506697,3860,Property Report / O&E - Title Only,1.00,304.00,7.00,0.00,101.00
17-506698,3860,Property Report / O&E - Title Only,1.00,297.00,5.00,0.00,101.00
17-506699,3863,Property Report / O&E - Title Only,1.00,265.00,3.00,0.00,101.00
2301-203203,3863,Title and Escrow,0.00,1259.00,42.00,0.00,22.00
2301-203204,3860,Title and Escrow,0.00,1195.00,44.00,0.00,28.00
17-506702,3863,Property Report / O&E - Title Only,1.00,424.00,9.00,0.00,51.00
17-506703,3862,Title Only,2.00,1401.00,41.00,0.00,77.00
2301-203205,3863,Title and Escrow,5.00,1895.00,60.00,0.00,127.00
17-506704,3863,LCP - Title Only,0.00,611.00,11.00,0.00,23.00
17-506706,3860,Title & Full Escrow,1.00,1139.00,36.00,0.00,50.00
17-506707,3863,Title & Full Escrow,2.00,1087.00,20.00,0.00,63.00
17-506709,3863,Title & Full Escrow,1.00,1206.00,28.00,0.00,34.00
17-506710,3863,LCP - Title Only,1.00,359.00,7.00,1.00,45.00
17-506711,3863,Property Report / O&E - Title Only,1.00,271.00,4.00,0.00,101.00
17-506712,3863,Title & Full Escrow,1.00,340.00,6.00,1.00,45.00
17-506713,3863,Title & Full Escrow,1.00,876.00,14.00,0.00,62.00
17-506714,3863,LCP - Title Only,1.00,537.00,11.00,0.00,27.00
17-506715,3863,LCP & Sub-Escrow,1.00,777.00,14.00,0.00,17.00
17-506716,3863,Title Only,0.00,585.00,12.00,0.00,29.00
2301-203207,3863,Title and Escrow,1.00,1580.00,66.00,0.00,85.00
