sFileNumber,vCoverageType,vTransaction,nLoanAmount,nLiens,nActions,nAuditEntries,nTotalNotes,oCancelled,oNumDays
17-500214,3863,Refinance,72000.0,1.0,56.0,9.98684210526316,0.26315789473684,0.0,76.0
17-500215,3863,Refinance,20000.0,1.0,50.0,16.33333333333330,0.35555555555556,0.0,45.0
2301-200147,29189,Reverse Mortgage,111285.6,0.0,67.0,58.83333333333330,1.91666666666667,0.0,24.0
2301-200148,3863,Reverse Mortgage,368419.5,0.0,75.0,21.82539682539680,0.71428571428571,0.0,63.0
17-500217,3863,Refinance,414000.0,1.0,65.0,39.48387096774190,1.25806451612903,0.0,31.0
17-500218,3863,Refinance,57000.0,0.0,26.0,5.15555555555556,0.04444444444444,1.0,45.0
17-500219,3860,Uninsured (Info Products),120000.0,1.0,46.0,11.67307692307690,0.23076923076923,0.0,52.0
17-500220,3863,Uninsured (Info Products),45000.0,1.0,49.0,11.92727272727270,0.16363636363636,0.0,55.0
17-500221,3863,Refinance,467032.0,1.0,65.0,20.47058823529410,0.52941176470588,0.0,51.0
17-500222,3860,Refinance,89114.0,2.0,82.0,14.17475728155340,0.54368932038835,0.0,103.0
2301-200149,3863,Reverse Mortgage,147835.6,3.0,88.0,39.17500000000000,1.37500000000000,0.0,40.0
17-500223,3860,Refinance,189542.0,1.0,72.0,16.25274725274730,0.53846153846154,0.0,91.0
17-500224,3860,Refinance,59675.0,1.0,59.0,36.57575757575760,0.78787878787879,0.0,33.0
17-500225,3860,TSG,128246.5,2.0,17.0,4.37864077669903,0.05825242718447,0.0,103.0
2301-200150,3860,Reverse Mortgage,120000.0,0.0,56.0,14.62222222222220,0.35555555555556,1.0,45.0
2301-200151,3860,Reverse Mortgage,39825.0,3.0,91.0,23.70588235294120,0.77941176470588,0.0,68.0
17-500226,3860,Refinance,492000.0,2.0,45.0,12.08888888888890,0.28888888888889,1.0,45.0
17-500227,3860,Refinance,151000.0,1.0,37.0,10.62222222222220,0.15555555555556,1.0,45.0
17-500228,3863,Refinance,65000.0,2.0,43.0,12.64444444444440,0.13333333333333,1.0,45.0
17-500229,3860,Refinance,156000.0,2.0,79.0,34.86486486486490,0.86486486486487,0.0,37.0
17-500230,3860,Uninsured (Info Products),530000.0,1.0,25.0,1.94444444444444,0.02525252525253,0.0,198.0
17-500231,3860,Uninsured (Info Products),25000.0,1.0,38.0,20.32142857142860,0.46428571428571,0.0,28.0
17-500232,3863,Refinance,275987.0,1.0,59.0,19.78431372549020,0.56862745098039,0.0,51.0
17-500233,3863,Refinance,133000.0,0.0,41.0,11.84000000000000,0.26000000000000,0.0,50.0
17-500234,3860,Uninsured (Info Products),50000.0,1.0,42.0,14.20000000000000,0.30000000000000,0.0,40.0
17-500235,3860,Refinance,111050.0,1.0,90.0,14.37373737373740,0.37373737373737,0.0,99.0
2301-200154,3860,Reverse Mortgage,102790.0,1.0,76.0,20.87931034482760,0.62068965517241,0.0,58.0
17-500237,3863,Refinance,364000.0,1.0,49.0,17.63414634146340,0.43902439024390,0.0,41.0
17-500238,3863,Refinance,290106.0,1.0,40.0,9.73333333333333,0.08888888888889,1.0,45.0
17-500239,3863,Refinance,320000.0,1.0,38.0,9.22222222222222,0.11111111111111,1.0,45.0
17-500240,3863,Refinance,157500.0,1.0,69.0,18.76363636363640,0.41818181818182,0.0,55.0
17-500241,3860,Refinance,160000.0,1.0,48.0,11.37777777777780,0.22222222222222,1.0,45.0
17-500242,3863,Refinance,100000.0,1.0,53.0,13.56363636363640,0.25454545454546,0.0,55.0
17-500243,3863,Refinance,100000.0,1.0,59.0,13.33846153846150,0.29230769230769,0.0,65.0
17-500244,3860,Uninsured (Info Products),38000.0,2.0,28.0,1.81407035175879,0.03015075376884,0.0,199.0
17-500245,3863,Refinance,167400.0,1.0,54.0,14.37500000000000,0.42857142857143,0.0,56.0
17-500246,3860,Uninsured (Info Products),50000.0,1.0,48.0,13.90476190476190,0.16666666666667,0.0,42.0
2301-200156,3860,Reverse Mortgage,265000.0,4.0,52.0,15.11111111111110,0.40000000000000,1.0,45.0
17-500247,3863,Refinance,25000.0,0.0,65.0,9.88349514563107,0.20388349514563,0.0,103.0
2301-200158,3863,Reverse Mortgage,341523.0,2.0,82.0,25.17391304347830,0.85507246376812,0.0,69.0
2301-200159,3860,Reverse Mortgage,91770.0,1.0,85.0,24.65625000000000,0.81250000000000,0.0,64.0
17-500248,3863,Refinance,284000.0,2.0,45.0,45.34782608695650,1.00000000000000,0.0,23.0
17-500249,3863,Uninsured (Info Products),120000.0,1.0,50.0,9.98437500000000,0.15625000000000,0.0,64.0
17-500250,3860,Uninsured (Info Products),15000.0,1.0,28.0,1.81818181818182,0.02525252525253,0.0,198.0
17-500251,3863,Refinance,79500.0,2.0,73.0,25.41666666666670,0.41666666666667,0.0,48.0
17-500252,3863,Refinance,189700.0,1.0,56.0,18.85416666666670,0.50000000000000,0.0,48.0
17-500253,3863,Refinance,96000.0,3.0,83.0,20.04225352112680,0.45070422535211,0.0,71.0
2301-200160,3863,Reverse Mortgage,169940.0,0.0,91.0,18.51470588235290,0.58823529411765,0.0,68.0
17-500254,3860,Uninsured (Info Products),40000.0,1.0,42.0,9.87096774193548,0.17741935483871,0.0,62.0
2301-200161,3863,Reverse Mortgage,243000.0,1.0,82.0,62.60869565217390,1.82608695652174,0.0,23.0
17-500256,3863,Refinance,234000.0,1.0,75.0,14.97142857142860,0.28571428571429,0.0,70.0
17-500258,3863,Refinance,270000.0,1.0,74.0,16.03125000000000,0.34375000000000,0.0,64.0
17-500261,3863,Uninsured (Info Products),100000.0,1.0,45.0,6.21359223300971,0.13592233009709,0.0,103.0
2301-200162,3863,Reverse Mortgage,48918.0,0.0,89.0,42.58823529411760,1.00000000000000,0.0,34.0
17-500262,3860,Uninsured (Info Products),75000.0,1.0,48.0,17.54545454545450,0.27272727272727,0.0,33.0
17-500263,3863,Refinance,80000.0,2.0,41.0,11.44444444444440,0.13333333333333,1.0,45.0
17-500264,3863,Refinance,213831.0,0.0,36.0,6.80000000000000,0.11111111111111,1.0,45.0
2301-200165,3860,Reverse Mortgage,135000.0,1.0,57.0,13.35555555555560,0.28888888888889,1.0,45.0
17-500266,3860,Uninsured (Info Products),107500.0,2.0,43.0,13.45454545454550,0.50000000000000,0.0,44.0
2301-200166,3860,Reverse Mortgage,550000.0,1.0,50.0,9.11111111111111,0.13333333333333,1.0,45.0
2301-200167,3860,Reverse Mortgage,70620.0,0.0,101.0,76.35000000000000,2.70000000000000,0.0,20.0
2301-200168,3860,Reverse Mortgage,34398.0,1.0,114.0,72.10714285714290,2.35714285714286,0.0,28.0
2301-200169,3860,Reverse Mortgage,625500.0,1.0,95.0,26.42222222222220,1.00000000000000,1.0,45.0
17-500270,3863,Refinance,85000.0,1.0,64.0,10.93333333333330,0.15555555555556,1.0,45.0
2301-200170,3863,Reverse Mortgage,44631.0,1.0,74.0,20.69354838709680,0.54838709677419,0.0,62.0
17-500271,3863,Refinance,87000.0,1.0,62.0,9.46666666666667,0.11111111111111,1.0,45.0
17-500272,3863,Refinance,207000.0,1.0,68.0,8.79464285714286,0.21428571428571,0.0,112.0
17-500273,3863,Refinance,150000.0,4.0,52.0,11.97777777777780,0.31111111111111,1.0,45.0
17-500274,3860,Refinance,198000.0,1.0,71.0,19.89795918367350,0.61224489795918,0.0,49.0
2301-200172,3863,Reverse Mortgage,196014.0,2.0,89.0,53.30769230769230,1.57692307692308,0.0,26.0
17-500275,3860,Refinance,199500.0,1.0,77.0,18.65384615384620,0.50000000000000,0.0,78.0
2301-200173,3860,Reverse Mortgage,63258.0,0.0,41.0,8.42222222222222,0.24444444444444,1.0,45.0
2301-200174,3863,Reverse Mortgage,275000.0,2.0,55.0,13.00000000000000,0.20000000000000,1.0,45.0
2301-200175,3863,Reverse Mortgage,625500.0,0.0,67.0,10.80000000000000,0.11111111111111,1.0,45.0
2301-200176,3863,Reverse Mortgage,392250.0,1.0,68.0,20.57777777777780,0.68888888888889,1.0,45.0
17-500277,3860,Refinance,45751.0,2.0,69.0,14.41666666666670,0.39285714285714,0.0,84.0
2301-200177,3860,Reverse Mortgage,80868.0,0.0,74.0,15.68888888888890,0.46666666666667,0.0,90.0
2301-200178,3863,Reverse Mortgage,6255000.0,1.0,58.0,11.97777777777780,0.24444444444444,1.0,45.0
17-500278,3860,Refinance,144749.0,1.0,57.0,19.52727272727270,0.47272727272727,0.0,55.0
17-500279,3860,Uninsured (Info Products),150000.0,0.0,16.0,6.15555555555556,0.17777777777778,1.0,45.0
17-500280,3863,Refinance,23000.0,1.0,35.0,8.51111111111111,0.08888888888889,1.0,45.0
17-500281,3860,Uninsured (Info Products),60000.0,0.0,13.0,4.51111111111111,0.06666666666667,1.0,45.0
2301-200181,3860,Reverse Mortgage,120000.0,1.0,57.0,15.06666666666670,0.46666666666667,1.0,45.0
2301-200183,29189,Reverse Mortgage,85212.0,0.0,65.0,20.37096774193550,0.70967741935484,0.0,62.0
17-500282,3863,Refinance,100.0,5.0,35.0,2.41704035874439,0.03587443946188,0.0,223.0
17-500283,3863,Refinance,30000.0,1.0,48.0,11.56140350877190,0.14035087719298,0.0,57.0
17-500284,3863,Uninsured (Info Products),250000.0,2.0,57.0,11.70967741935480,0.27419354838710,0.0,62.0
17-500285,3863,Refinance,100.0,2.0,33.0,1.78475336322870,0.02690582959641,0.0,223.0
17-500286,3863,Uninsured (Info Products),100000.0,1.0,43.0,11.45833333333330,0.27083333333333,0.0,48.0
17-500288,3863,Refinance,150000.0,1.0,55.0,24.87500000000000,0.80000000000000,0.0,40.0
17-500289,3863,Refinance,224161.0,1.0,52.0,24.05405405405410,0.78378378378378,0.0,37.0
17-500290,3860,Uninsured (Info Products),250000.0,2.0,43.0,13.66666666666670,0.30952380952381,0.0,42.0
2301-200186,3860,Reverse Mortgage,170000.0,1.0,61.0,19.06666666666670,0.42222222222222,1.0,45.0
17-500292,3860,Uninsured (Info Products),174000.0,1.0,42.0,14.42500000000000,0.30000000000000,0.0,40.0
17-500293,3863,Uninsured (Info Products),50000.0,1.0,54.0,29.77777777777780,0.55555555555556,0.0,18.0
2301-200187,3863,Reverse Mortgage,280000.0,1.0,52.0,12.44444444444440,0.24444444444444,1.0,45.0
2301-200188,29189,Reverse Mortgage,38000.0,0.0,49.0,9.44444444444444,0.17777777777778,1.0,45.0
17-500294,3863,Refinance,100.0,2.0,33.0,1.70403587443946,0.02242152466368,0.0,223.0
2301-200189,3863,Reverse Mortgage,196670.0,1.0,114.0,75.15384615384620,2.80769230769231,0.0,26.0
2301-200190,3863,Reverse Mortgage,37820.0,1.0,93.0,32.92000000000000,1.00000000000000,0.0,50.0
17-500295,3863,Refinance,100.0,2.0,33.0,1.65919282511211,0.01793721973094,0.0,223.0
17-500296,3863,Refinance,100.0,4.0,33.0,1.74439461883408,0.01793721973094,0.0,223.0
2301-200192,3860,Reverse Mortgage,80000.0,2.0,47.0,11.40000000000000,0.35555555555556,1.0,45.0
17-500297,3860,Refinance,100000.0,0.0,63.0,27.51428571428570,0.65714285714286,0.0,35.0
17-500298,3860,Uninsured (Info Products),25000.0,1.0,43.0,16.72727272727270,0.36363636363636,0.0,33.0
17-500299,3860,Uninsured (Info Products),30000.0,1.0,27.0,1.57070707070707,0.02525252525253,0.0,198.0
2301-200195,3863,Reverse Mortgage,46241.8,1.0,82.0,34.42857142857140,0.69047619047619,0.0,42.0
2301-200196,3863,Reverse Mortgage,29800.0,1.0,48.0,12.40000000000000,0.22222222222222,1.0,45.0
2301-200197,3863,Reverse Mortgage,250000.0,0.0,74.0,24.64814814814810,0.59259259259259,0.0,54.0
17-500300,3860,Refinance,310523.8,1.0,63.0,4.59633027522936,0.11009174311927,0.0,218.0
17-500301,3860,Refinance,96476.0,1.0,67.0,19.92000000000000,0.58000000000000,0.0,50.0
2301-200198,3860,Reverse Mortgage,115800.0,0.0,85.0,36.58536585365850,1.04878048780488,0.0,41.0
17-500304,3860,Refinance,42733.0,2.0,69.0,17.11111111111110,0.42222222222222,1.0,45.0
17-500305,3863,Refinance,117511.0,7.0,38.0,13.84444444444440,0.15555555555556,1.0,45.0
17-500308,3863,Refinance,52450.0,2.0,74.0,26.16279069767440,0.69767441860465,0.0,43.0
2301-200200,3860,Reverse Mortgage,435000.0,1.0,129.0,46.95121951219510,1.51219512195122,0.0,41.0
17-500309,3863,Refinance,233000.0,2.0,63.0,19.00000000000000,0.72000000000000,0.0,50.0
17-500311,3863,Refinance,74593.0,1.0,52.0,27.67647058823530,0.61764705882353,0.0,34.0
17-500312,3863,Uninsured (Info Products),88500.0,2.0,28.0,1.98477157360406,0.02538071065990,0.0,197.0
17-500313,3863,Refinance,72566.0,1.0,51.0,15.40740740740740,0.35185185185185,0.0,54.0
2301-200201,3863,Reverse Mortgage,56000.0,3.0,67.0,16.00000000000000,0.35555555555556,1.0,45.0
17-500315,3863,Refinance,74500.0,2.0,55.0,9.57777777777778,0.11111111111111,1.0,45.0
2301-200202,3863,Reverse Mortgage,224000.0,1.0,100.0,51.61764705882350,1.76470588235294,0.0,34.0
2301-200203,3863,Reverse Mortgage,284375.0,2.0,91.0,49.65625000000000,1.25000000000000,0.0,32.0
2301-200204,3860,Reverse Mortgage,151000.0,1.0,52.0,11.55555555555560,0.13333333333333,1.0,45.0
17-500316,3863,Uninsured (Info Products),75000.0,1.0,41.0,15.56250000000000,0.31250000000000,0.0,32.0
2301-200205,3860,Reverse Mortgage,128310.0,0.0,106.0,90.42105263157890,2.63157894736842,0.0,19.0
17-500317,3863,Uninsured (Info Products),100000.0,1.0,47.0,16.20588235294120,0.32352941176471,0.0,34.0
17-500318,3860,Uninsured (Info Products),250000.0,0.0,16.0,4.97777777777778,0.11111111111111,1.0,45.0
17-500319,3863,Refinance,106768.0,1.0,36.0,11.62650602409640,0.22891566265060,0.0,83.0
17-500320,3863,Refinance,30000.0,1.0,49.0,38.10000000000000,0.50000000000000,0.0,20.0
17-500321,3860,Refinance,850000.0,1.0,31.0,8.37777777777778,0.15555555555556,1.0,45.0
17-500322,3863,Refinance,41000.0,2.0,47.0,13.37500000000000,0.22916666666667,0.0,48.0
17-500323,3860,Uninsured (Info Products),103000.0,2.0,27.0,1.99492385786802,0.04060913705584,0.0,197.0
17-500324,3863,Refinance,90120.0,1.0,50.0,42.09523809523810,1.09523809523810,0.0,21.0
17-500325,3860,Uninsured (Info Products),360000.0,1.0,30.0,2.23857868020305,0.07106598984772,0.0,197.0
17-500327,3860,Refinance,240000.0,1.0,48.0,14.97777777777780,0.11111111111111,1.0,45.0
17-500328,3860,Uninsured (Info Products),100000.0,3.0,33.0,2.23857868020305,0.02030456852792,0.0,197.0
2301-200208,3860,Reverse Mortgage,87984.0,0.0,87.0,45.51162790697670,1.11627906976744,0.0,43.0
2301-200209,3863,Reverse Mortgage,49772.0,1.0,73.0,19.22368421052630,0.67105263157895,0.0,76.0
2301-200210,29189,Reverse Mortgage,165690.0,0.0,65.0,25.86885245901640,0.91803278688525,0.0,61.0
2301-200211,3860,Reverse Mortgage,124785.0,1.0,93.0,13.83464566929130,0.41732283464567,0.0,127.0
17-500329,3863,Refinance,57396.0,1.0,48.0,15.93333333333330,0.31111111111111,1.0,45.0
17-500330,3860,Refinance,543345.0,3.0,56.0,18.82222222222220,0.24444444444444,1.0,45.0
2301-200212,3863,Reverse Mortgage,317128.5,1.0,118.0,31.64705882352940,1.19117647058824,0.0,68.0
17-500331,3863,Refinance,45000.0,1.0,36.0,8.95555555555556,0.11111111111111,1.0,45.0
2301-200214,3863,Reverse Mortgage,140000.0,2.0,52.0,14.13333333333330,0.15555555555556,1.0,45.0
2301-200215,3863,Reverse Mortgage,108720.0,1.0,93.0,71.11111111111110,2.03703703703704,0.0,27.0
17-500332,3863,Refinance,50000.0,0.0,40.0,31.00000000000000,0.38095238095238,0.0,21.0
2301-200216,3860,Reverse Mortgage,80884.0,0.0,83.0,23.03225806451610,0.61290322580645,0.0,62.0
17-500337,3860,Refinance,145000.0,1.0,81.0,37.59375000000000,0.53125000000000,0.0,32.0
17-500342,3860,Uninsured (Info Products),10000.0,1.0,42.0,14.25641025641030,0.25641025641026,0.0,39.0
17-500343,3863,Refinance,24247.0,1.0,39.0,14.66666666666670,0.54761904761905,0.0,42.0
17-500344,3863,Refinance,27750.0,0.0,63.0,49.34615384615380,0.80769230769231,0.0,26.0
17-500345,3863,Refinance,468981.0,1.0,38.0,11.02222222222220,0.15555555555556,1.0,45.0
17-500346,3863,Refinance,234607.0,2.0,42.0,11.40000000000000,0.22222222222222,1.0,45.0
17-500347,3863,Refinance,28000.0,1.0,41.0,22.64285714285710,0.53571428571429,0.0,28.0
17-500348,3860,Refinance,100000.0,1.0,45.0,24.51428571428570,0.74285714285714,0.0,35.0
17-500349,3863,Uninsured (Info Products),63000.0,1.0,46.0,25.03125000000000,0.40625000000000,0.0,32.0
17-500350,3860,Refinance,50813.0,1.0,75.0,11.86538461538460,0.40384615384615,0.0,104.0
17-500351,3860,Refinance,145000.0,0.0,22.0,5.55555555555556,0.08888888888889,1.0,45.0
17-500352,3863,Refinance,60000.0,0.0,27.0,5.06666666666667,0.06666666666667,1.0,45.0
17-500353,3860,Refinance,200000.0,0.0,56.0,18.87234042553190,0.40425531914894,0.0,47.0
17-500354,3860,Refinance,20000.0,1.0,60.0,22.56097560975610,0.63414634146342,0.0,41.0
17-500355,3863,Refinance,35000.0,2.0,40.0,25.28571428571430,0.66666666666667,0.0,21.0
17-500356,3863,Refinance,165000.0,1.0,78.0,43.28571428571430,0.82857142857143,0.0,35.0
17-500357,3863,Refinance,60000.0,1.0,51.0,12.17857142857140,0.14285714285714,0.0,56.0
17-500358,3863,Refinance,476000.0,2.0,33.0,8.20000000000000,0.08888888888889,1.0,45.0
17-500359,3863,Uninsured (Info Products),15000.0,1.0,51.0,30.52941176470590,0.47058823529412,0.0,17.0
17-500360,3863,Refinance,10000.0,1.0,41.0,14.02380952380950,0.42857142857143,0.0,42.0
2301-200222,3863,Reverse Mortgage,625500.0,0.0,93.0,45.03030303030300,1.48484848484848,0.0,33.0
2301-200223,3860,Reverse Mortgage,198000.0,1.0,141.0,18.73846153846150,0.63846153846154,0.0,130.0
2301-200224,3860,Reverse Mortgage,585000.0,1.0,48.0,11.48888888888890,0.15555555555556,1.0,45.0
17-500361,3863,Refinance,172000.0,2.0,76.0,22.09259259259260,0.83333333333333,0.0,54.0
17-500364,3860,Uninsured (Info Products),38650.0,1.0,48.0,14.00000000000000,0.19047619047619,0.0,42.0
17-500368,3863,Refinance,225000.0,0.0,50.0,7.33333333333333,0.08888888888889,1.0,45.0
17-500369,3860,Uninsured (Info Products),167400.0,1.0,56.0,13.00000000000000,0.28000000000000,0.0,50.0
17-500371,3860,Uninsured (Info Products),40000.0,1.0,69.0,20.47826086956520,0.47826086956522,0.0,46.0
17-500373,3860,Uninsured (Info Products),20000.0,1.0,27.0,1.59390862944162,0.02538071065990,0.0,197.0
17-500374,3863,Uninsured (Info Products),50000.0,1.0,42.0,23.86363636363640,0.50000000000000,0.0,22.0
17-500375,3863,Uninsured (Info Products),61450.0,1.0,46.0,17.23529411764710,0.23529411764706,0.0,34.0
17-500376,3860,Refinance,417000.0,2.0,63.0,24.18367346938780,0.75510204081633,0.0,49.0
2301-200225,3863,Reverse Mortgage,134475.0,2.0,74.0,20.73529411764710,0.52941176470588,0.0,68.0
2301-200226,3863,Reverse Mortgage,250000.0,0.0,51.0,10.28888888888890,0.08888888888889,1.0,45.0
17-500379,3860,Refinance,60669.0,1.0,58.0,27.73684210526320,0.65789473684211,0.0,38.0
2301-200227,3863,Reverse Mortgage,400000.0,2.0,49.0,10.20000000000000,0.15555555555556,1.0,45.0
17-500380,3863,Refinance,325395.0,2.0,56.0,14.55102040816330,0.42857142857143,0.0,49.0
17-500381,3860,Refinance,143139.0,1.0,90.0,17.15714285714290,0.62857142857143,0.0,70.0
17-500382,3863,Refinance,38800.0,2.0,65.0,45.35000000000000,1.10000000000000,0.0,20.0
2301-200230,3860,Reverse Mortgage,150000.0,0.0,40.0,13.44444444444440,0.13333333333333,1.0,45.0
2301-200231,3863,Reverse Mortgage,110088.0,0.0,88.0,29.82608695652170,0.67391304347826,0.0,46.0
17-500383,3863,Refinance,150000.0,0.0,62.0,16.63829787234040,0.38297872340426,0.0,47.0
17-500384,3863,Refinance,288000.0,3.0,76.0,5.13567839195980,0.17587939698493,0.0,199.0
2301-200232,3863,Reverse Mortgage,283176.0,1.0,106.0,59.16129032258060,1.22580645161290,0.0,31.0
17-500385,3860,Uninsured (Info Products),64300.0,2.0,72.0,29.58064516129030,0.87096774193548,0.0,31.0
17-500386,3863,Refinance,317000.0,2.0,39.0,9.80000000000000,0.11111111111111,1.0,45.0
17-500387,3860,Uninsured (Info Products),1.0,1.0,27.0,1.88265306122449,0.03061224489796,0.0,196.0
17-500388,3863,Refinance,359134.0,1.0,37.0,7.33333333333333,0.08888888888889,1.0,45.0
17-500389,3863,Refinance,150990.0,1.0,48.0,10.80000000000000,0.17777777777778,1.0,45.0
17-500390,3863,Uninsured (Info Products),86700.0,2.0,28.0,1.84693877551020,0.02040816326531,0.0,196.0
17-500391,3863,Uninsured (Info Products),0.0,1.0,28.0,2.16326530612245,0.02551020408163,0.0,196.0
17-500393,3860,Uninsured (Info Products),73800.0,2.0,40.0,8.21428571428571,0.15714285714286,0.0,70.0
17-500394,3863,Refinance,62000.0,2.0,70.0,17.97872340425530,0.34042553191489,0.0,47.0
2301-200235,3863,Reverse Mortgage,412830.0,1.0,78.0,23.63492063492060,0.77777777777778,0.0,63.0
2301-200236,3860,Reverse Mortgage,202000.0,2.0,53.0,11.60000000000000,0.24444444444444,1.0,45.0
17-500395,3863,Refinance,58500.0,0.0,37.0,9.04444444444444,0.08888888888889,1.0,45.0
17-500396,3863,Refinance,122500.0,1.0,67.0,20.89130434782610,0.36956521739130,0.0,46.0
2301-200237,3863,Reverse Mortgage,161955.0,1.0,86.0,6.63181818181818,0.20454545454546,0.0,220.0
17-500398,3863,Refinance,215000.0,1.0,53.0,13.98113207547170,0.45283018867925,0.0,53.0
2301-200239,3863,Reverse Mortgage,297550.0,3.0,92.0,64.89285714285710,2.39285714285714,0.0,28.0
17-500399,3863,Refinance,168400.0,2.0,38.0,17.41176470588240,0.61764705882353,0.0,34.0
17-500400,3860,Uninsured (Info Products),50000.0,1.0,42.0,9.88888888888889,0.23809523809524,0.0,63.0
17-500401,3863,Uninsured (Info Products),355585.0,1.0,30.0,1.75510204081633,0.02551020408163,0.0,196.0
2301-200240,3863,Reverse Mortgage,289980.0,1.0,88.0,35.97368421052630,1.13157894736842,0.0,38.0
17-500402,3863,TSG,1022426.4,1.0,29.0,5.00000000000000,0.09900990099010,0.0,101.0
17-500403,3860,Uninsured (Info Products),35600.0,1.0,47.0,15.73809523809520,0.19047619047619,0.0,42.0
17-500404,3863,TSG,87603.5,5.0,19.0,5.15841584158416,0.07920792079208,0.0,101.0
17-500405,3863,TSG,324814.6,1.0,15.0,4.01980198019802,0.03960396039604,0.0,101.0
17-500406,3860,TSG,800134.1,1.0,22.0,5.77227722772277,0.12871287128713,0.0,101.0
17-500407,3863,TSG,564751.5,2.0,23.0,5.30693069306931,0.08910891089109,0.0,101.0
17-500408,3863,TSG,757884.7,1.0,23.0,5.98019801980198,0.06930693069307,0.0,101.0
17-500409,3863,TSG,304654.9,3.0,19.0,4.48514851485149,0.04950495049505,0.0,101.0
17-500410,3863,TSG,398786.9,1.0,23.0,4.75247524752475,0.05940594059406,0.0,101.0
17-500412,3863,TSG,325711.4,3.0,27.0,4.97029702970297,0.06930693069307,0.0,101.0
17-500413,3860,TSG,189429.5,1.0,17.0,4.16831683168317,0.04950495049505,0.0,101.0
17-500414,3860,TSG,722347.2,6.0,17.0,5.44554455445545,0.05940594059406,0.0,101.0
