sFileNumber,vCoverageType,vTransaction,nLoanAmount,nLiens,nActions,nAuditEntries,nTotalNotes,oCancelled,oNumDays
2301-202499,3860,Reverse Mortgage,205100.0,2.0,66.0,40.23333333333330,1.10000000000000,0.0,30.0
17-504890,3863,Refinance,25000.0,1.0,34.0,28.04545454545450,0.54545454545455,0.0,22.0
2301-202500,3860,Reverse Mortgage,82650.0,1.0,74.0,41.66666666666670,1.11111111111111,0.0,27.0
2301-202501,3863,Reverse Mortgage,214000.0,0.0,85.0,32.07317073170730,1.09756097560976,0.0,41.0
17-504891,3860,Uninsured (Info Products),25300.0,1.0,39.0,14.24324324324320,0.27027027027027,0.0,37.0
17-504893,3863,Uninsured (Info Products),55000.0,1.0,35.0,7.72857142857143,0.14285714285714,0.0,70.0
2301-202503,3863,Reverse Mortgage,158340.0,0.0,76.0,51.69565217391300,1.13043478260870,0.0,23.0
17-504894,3860,Uninsured (Info Products),30000.0,1.0,40.0,13.82926829268290,0.24390243902439,0.0,41.0
17-504895,3863,Refinance,23700.0,2.0,86.0,28.26666666666670,0.71111111111111,1.0,45.0
17-504896,3863,Uninsured (Info Products),250000.0,2.0,38.0,29.45000000000000,0.65000000000000,0.0,20.0
17-504897,3863,Refinance,40000.0,1.0,34.0,21.41379310344830,0.31034482758621,0.0,29.0
17-504898,3863,Refinance,163000.0,1.0,43.0,17.07500000000000,0.22500000000000,0.0,40.0
17-504899,3860,Uninsured (Info Products),30000.0,1.0,42.0,13.04651162790700,0.23255813953488,0.0,43.0
17-504900,3863,Uninsured (Info Products),33262.4,0.0,31.0,14.00000000000000,0.20000000000000,0.0,30.0
17-504901,3860,Uninsured (Info Products),50000.0,1.0,41.0,13.50000000000000,0.25000000000000,0.0,40.0
17-504902,3860,Uninsured (Info Products),50000.0,2.0,25.0,2.78181818181818,0.04545454545455,0.0,110.0
2301-202505,3860,Reverse Mortgage,220000.0,4.0,59.0,17.02222222222220,0.35555555555556,1.0,45.0
17-504903,3860,Uninsured (Info Products),100000.0,1.0,24.0,2.54545454545455,0.03636363636364,0.0,110.0
17-504904,3860,Uninsured (Info Products),477500.0,2.0,66.0,21.17647058823530,0.55882352941177,0.0,34.0
17-504905,3860,Uninsured (Info Products),50000.0,1.0,39.0,15.27500000000000,0.25000000000000,0.0,40.0
17-504906,3860,Uninsured (Info Products),120000.0,1.0,25.0,2.81818181818182,0.04545454545455,0.0,110.0
2301-202506,3863,Reverse Mortgage,329013.0,1.0,56.0,18.92156862745100,0.52941176470588,0.0,51.0
17-504907,3863,Refinance,110000.0,1.0,31.0,32.75000000000000,0.62500000000000,0.0,16.0
2301-202507,3860,Reverse Mortgage,225207.0,0.0,85.0,33.85365853658540,1.17073170731707,0.0,41.0
2301-202508,3863,Reverse Mortgage,170188.0,1.0,68.0,11.40458015267180,0.55725190839695,0.0,131.0
17-504908,3863,Refinance,63000.0,0.0,35.0,16.91666666666670,0.25000000000000,0.0,36.0
17-504909,3863,Refinance,66000.0,1.0,56.0,20.18181818181820,0.31818181818182,0.0,44.0
17-504910,3863,Refinance,188000.0,3.0,23.0,10.73333333333330,0.11111111111111,1.0,45.0
17-504911,3863,Refinance,210463.0,1.0,37.0,22.20000000000000,0.60000000000000,0.0,30.0
17-504912,3863,Refinance,50000.0,0.0,36.0,36.37500000000000,0.68750000000000,0.0,16.0
17-504913,3863,Refinance,22557.0,1.0,40.0,9.02222222222222,0.11111111111111,1.0,45.0
17-504914,3863,Refinance,25000.0,1.0,45.0,9.37777777777778,0.11111111111111,1.0,45.0
17-504915,3863,Refinance,25000.0,2.0,64.0,17.56000000000000,0.42000000000000,0.0,50.0
2301-202509,3863,Reverse Mortgage,625500.0,3.0,46.0,10.91111111111110,0.13333333333333,1.0,45.0
2301-202511,3863,Reverse Mortgage,412830.0,1.0,118.0,48.75675675675680,2.00000000000000,0.0,37.0
17-504916,3863,Refinance,30000.0,1.0,34.0,28.42857142857140,0.47619047619048,0.0,21.0
2301-202512,3860,Reverse Mortgage,163060.0,4.0,81.0,19.37662337662340,0.64935064935065,0.0,77.0
17-504917,3863,Refinance,50000.0,1.0,34.0,16.75000000000000,0.43181818181818,0.0,44.0
2301-202513,3860,Reverse Mortgage,146487.0,1.0,78.0,27.61224489795920,1.02040816326531,0.0,49.0
17-504918,3863,Uninsured (Info Products),100000.0,2.0,31.0,12.34146341463410,0.31707317073171,0.0,41.0
17-504919,3863,Refinance,100000.0,0.0,36.0,30.50000000000000,0.68181818181818,0.0,22.0
17-504920,3863,Refinance,90508.0,1.0,65.0,18.78431372549020,0.49019607843137,0.0,51.0
17-504922,3863,Uninsured (Info Products),25000.0,1.0,30.0,27.25000000000000,0.43750000000000,0.0,16.0
17-504923,3863,Refinance,93000.0,1.0,52.0,21.79545454545450,0.31818181818182,0.0,44.0
17-504925,3863,Refinance,498750.0,1.0,53.0,25.87878787878790,0.57575757575758,0.0,33.0
17-504926,3863,Refinance,15000.0,1.0,33.0,23.80000000000000,0.53333333333333,0.0,30.0
17-504927,3860,Refinance,78441.0,1.0,65.0,14.35211267605630,0.54929577464789,0.0,71.0
17-504928,3863,Refinance,56692.0,1.0,58.0,7.79797979797980,0.24242424242424,0.0,99.0
2301-202517,3860,Reverse Mortgage,171300.0,1.0,79.0,43.13333333333330,1.46666666666667,0.0,30.0
17-504929,3863,Refinance,60000.0,3.0,48.0,20.56756756756760,0.37837837837838,0.0,37.0
17-504930,3863,Refinance,20000.0,1.0,40.0,28.59090909090910,0.59090909090909,0.0,22.0
2301-202518,3863,Reverse Mortgage,76125.0,1.0,71.0,85.42857142857140,2.14285714285714,0.0,14.0
17-504931,3863,Refinance,50000.0,1.0,37.0,43.35714285714290,0.92857142857143,0.0,14.0
17-504932,3863,Refinance,90000.0,1.0,79.0,19.57142857142860,0.42857142857143,0.0,77.0
17-504933,3863,Refinance,75000.0,2.0,24.0,7.48888888888889,0.08888888888889,1.0,45.0
17-504934,3863,Refinance,40000.0,0.0,50.0,26.72413793103450,0.48275862068966,0.0,29.0
2301-202522,3860,Reverse Mortgage,51936.0,2.0,76.0,104.05263157894700,3.73684210526316,0.0,19.0
17-504938,3860,Refinance,114500.0,2.0,73.0,16.90322580645160,0.41935483870968,0.0,62.0
17-504939,3863,Refinance,124000.0,1.0,63.0,16.41071428571430,0.35714285714286,0.0,56.0
17-504940,3863,Refinance,100.0,2.0,27.0,3.19607843137255,0.02614379084967,0.0,153.0
17-504941,3863,Refinance,333150.0,1.0,57.0,37.19047619047620,0.66666666666667,0.0,21.0
2301-202523,3860,Reverse Mortgage,36400.0,0.0,66.0,54.95238095238090,1.71428571428571,0.0,21.0
17-504942,3863,Uninsured (Info Products),300000.0,1.0,20.0,2.24218750000000,0.02343750000000,0.0,128.0
17-504944,3863,Refinance,500000.0,0.0,48.0,19.35555555555560,0.68888888888889,1.0,45.0
17-504945,3860,Refinance,160000.0,2.0,96.0,28.41176470588240,0.58823529411765,0.0,51.0
17-504946,3863,Refinance,100.0,3.0,23.0,2.03921568627451,0.01307189542484,0.0,153.0
2301-202525,3863,Reverse Mortgage,500000.0,0.0,47.0,16.44444444444440,0.42222222222222,1.0,45.0
2301-202527,3860,Reverse Mortgage,61446.5,1.0,70.0,39.54545454545450,1.12121212121212,0.0,33.0
17-504947,3863,Refinance,100000.0,0.0,20.0,5.31111111111111,0.06666666666667,1.0,45.0
17-504948,3863,Refinance,54500.0,2.0,25.0,8.46666666666667,0.31111111111111,1.0,45.0
17-504949,3863,Refinance,45800.0,2.0,49.0,21.35135135135140,0.70270270270270,0.0,37.0
17-504950,3863,Refinance,75000.0,1.0,25.0,7.42222222222222,0.08888888888889,1.0,45.0
17-504951,3863,Refinance,40000.0,1.0,34.0,20.94117647058820,0.61764705882353,0.0,34.0
2301-202529,3863,Reverse Mortgage,64050.0,1.0,65.0,89.00000000000000,2.61538461538462,0.0,13.0
17-504952,3863,Refinance,48000.0,1.0,53.0,56.06666666666670,1.26666666666667,0.0,15.0
2301-202530,3860,Reverse Mortgage,184500.0,1.0,68.0,40.96551724137930,1.48275862068966,0.0,29.0
17-504954,3863,Uninsured (Info Products),700000.0,0.0,19.0,4.62222222222222,0.06666666666667,1.0,45.0
17-504955,3860,Refinance,95800.0,0.0,60.0,33.00000000000000,0.96875000000000,0.0,32.0
17-504956,3863,Refinance,115163.0,1.0,63.0,18.72000000000000,0.56000000000000,0.0,50.0
17-504960,3860,Uninsured (Info Products),15000.0,1.0,25.0,2.70642201834862,0.03669724770642,0.0,109.0
17-504961,3860,Uninsured (Info Products),50000.0,2.0,41.0,16.08333333333330,0.33333333333333,0.0,36.0
17-504962,3860,Uninsured (Info Products),100000.0,2.0,38.0,16.13888888888890,0.36111111111111,0.0,36.0
17-504963,3860,Uninsured (Info Products),90000.0,1.0,41.0,14.67500000000000,0.25000000000000,0.0,40.0
17-504964,3860,Uninsured (Info Products),176000.0,2.0,25.0,2.70642201834862,0.03669724770642,0.0,109.0
17-504966,3860,Uninsured (Info Products),18000.0,1.0,25.0,2.71559633027523,0.03669724770642,0.0,109.0
17-504967,3860,Refinance,154761.0,1.0,92.0,13.44897959183670,0.64285714285714,0.0,98.0
17-504968,3860,Uninsured (Info Products),25000.0,2.0,25.0,2.85321100917431,0.03669724770642,0.0,109.0
17-504970,3860,Uninsured (Info Products),45000.0,1.0,25.0,2.72477064220183,0.03669724770642,0.0,109.0
17-504971,3863,Uninsured (Info Products),27200.0,1.0,21.0,2.64220183486239,0.02752293577982,0.0,109.0
17-504973,3863,Uninsured (Info Products),217700.0,2.0,31.0,24.04545454545450,0.50000000000000,0.0,22.0
17-504974,3863,Uninsured (Info Products),75000.0,2.0,65.0,9.64285714285714,0.20238095238095,0.0,84.0
17-504975,3863,Refinance,86530.0,1.0,54.0,14.26315789473680,0.49122807017544,0.0,57.0
2301-202533,3863,Reverse Mortgage,344650.5,1.0,62.0,26.76923076923080,0.71794871794872,0.0,39.0
17-504977,3863,Refinance,298200.0,1.0,76.0,47.68750000000000,0.75000000000000,0.0,32.0
17-504978,3863,Refinance,50000.0,2.0,25.0,7.48888888888889,0.08888888888889,1.0,45.0
2301-202535,3860,Reverse Mortgage,187220.0,1.0,92.0,79.10000000000000,2.90000000000000,0.0,20.0
2301-202536,3860,Reverse Mortgage,80000.0,4.0,36.0,9.40000000000000,0.15555555555556,1.0,45.0
2301-202537,3860,Reverse Mortgage,38885.0,0.0,79.0,60.75862068965520,2.55172413793103,0.0,29.0
17-504983,3863,Refinance,219350.0,1.0,72.0,40.78125000000000,0.71875000000000,0.0,32.0
17-504984,3860,Refinance,72000.0,2.0,25.0,9.22222222222222,0.13333333333333,1.0,45.0
2301-202541,3863,Reverse Mortgage,350000.0,0.0,52.0,12.44444444444440,0.28888888888889,1.0,45.0
17-504986,3863,Refinance,50000.0,1.0,25.0,7.62222222222222,0.11111111111111,1.0,45.0
17-504987,3863,Refinance,21000.0,0.0,47.0,34.86206896551720,0.86206896551724,0.0,29.0
17-504988,3863,Refinance,400000.0,1.0,52.0,9.06593406593407,0.27472527472528,0.0,91.0
17-504989,3863,Refinance,35000.0,1.0,35.0,22.93103448275860,0.44827586206897,0.0,29.0
2301-202542,3863,Reverse Mortgage,215000.0,1.0,51.0,15.66666666666670,0.44444444444444,1.0,45.0
2301-202543,3863,Reverse Mortgage,94868.0,0.0,65.0,87.07692307692310,2.00000000000000,0.0,13.0
17-504990,3860,Refinance,150000.0,2.0,35.0,9.91111111111111,0.17777777777778,1.0,45.0
17-504991,3863,Refinance,84600.0,1.0,39.0,18.83333333333330,0.22222222222222,0.0,36.0
17-504992,3863,Refinance,54702.0,1.0,72.0,10.55952380952380,0.29761904761905,0.0,84.0
17-504993,3863,Refinance,45000.0,1.0,57.0,10.84375000000000,0.17708333333333,0.0,96.0
17-504995,3863,Refinance,47741.0,1.0,58.0,12.00000000000000,0.38235294117647,0.0,68.0
17-504996,3863,Refinance,220000.0,0.0,40.0,37.25000000000000,1.00000000000000,0.0,20.0
2301-202545,3863,Reverse Mortgage,117938.0,1.0,89.0,18.62222222222220,0.61111111111111,0.0,90.0
17-504998,3863,Refinance,156862.0,1.0,55.0,11.73015873015870,0.31746031746032,0.0,63.0
17-504999,3863,Refinance,28900.0,1.0,35.0,16.68571428571430,0.22857142857143,0.0,35.0
2301-202546,3860,Reverse Mortgage,270000.0,0.0,66.0,17.48888888888890,0.57777777777778,1.0,45.0
17-505000,3863,Refinance,88100.0,1.0,35.0,17.40000000000000,0.22857142857143,0.0,35.0
17-505001,3863,Refinance,496873.0,1.0,73.0,29.50000000000000,0.94444444444444,0.0,36.0
2301-202547,3860,Reverse Mortgage,82375.0,2.0,89.0,16.71559633027520,0.69724770642202,0.0,109.0
17-505002,3863,Refinance,21000.0,1.0,37.0,63.46666666666670,1.46666666666667,0.0,15.0
17-505003,3863,Refinance,132800.0,1.0,48.0,20.07317073170730,0.51219512195122,0.0,41.0
17-505004,3863,Refinance,215000.0,1.0,57.0,11.34567901234570,0.33333333333333,0.0,81.0
17-505005,3863,Refinance,20000.0,1.0,40.0,22.88571428571430,0.45714285714286,0.0,35.0
2301-202550,3860,Reverse Mortgage,45982.0,1.0,67.0,34.09375000000000,0.84375000000000,0.0,32.0
17-505006,3863,Refinance,33000.0,2.0,50.0,30.07142857142860,0.78571428571429,0.0,28.0
17-505007,3863,Refinance,129752.0,3.0,79.0,10.57575757575760,0.35353535353535,0.0,99.0
17-505008,3863,Refinance,84600.0,1.0,49.0,10.02222222222220,0.20000000000000,1.0,45.0
17-505009,3860,Refinance,59676.0,1.0,60.0,19.16000000000000,0.60000000000000,0.0,50.0
2301-202551,3863,Reverse Mortgage,500000.0,1.0,51.0,13.13333333333330,0.22222222222222,1.0,45.0
17-505010,3860,Refinance,183150.0,1.0,58.0,28.15151515151520,0.84848484848485,0.0,33.0
2301-202552,3863,Reverse Mortgage,388435.5,0.0,84.0,33.35897435897440,1.15384615384615,0.0,39.0
2301-202553,3863,Reverse Mortgage,325416.0,2.0,72.0,49.25000000000000,2.32142857142857,0.0,28.0
2301-202554,3863,Reverse Mortgage,66002.0,0.0,73.0,22.14000000000000,0.78000000000000,0.0,50.0
17-505014,3860,Refinance,171245.0,2.0,69.0,15.20588235294120,0.45588235294118,0.0,68.0
17-505015,3863,Uninsured (Info Products),60000.0,1.0,30.0,30.66666666666670,0.46666666666667,0.0,15.0
2301-202555,3860,Reverse Mortgage,82500.0,0.0,70.0,30.51162790697670,0.97674418604651,0.0,43.0
17-505017,3863,Refinance,125000.0,0.0,57.0,16.84444444444440,0.13333333333333,1.0,45.0
17-505019,3863,Refinance,400600.0,1.0,52.0,15.12280701754390,0.40350877192983,0.0,57.0
17-505020,3863,Refinance,620000.0,1.0,57.0,16.94444444444440,0.42592592592593,0.0,54.0
2301-202557,3863,Reverse Mortgage,352782.0,1.0,68.0,36.00000000000000,1.31250000000000,0.0,32.0
17-505022,3863,Refinance,301000.0,1.0,53.0,15.03636363636360,0.40000000000000,0.0,55.0
2301-202559,3863,Reverse Mortgage,106200.0,0.0,89.0,69.90000000000000,2.15000000000000,0.0,20.0
17-505023,3863,Uninsured (Info Products),1.0,0.0,19.0,4.08888888888889,0.11111111111111,1.0,45.0
17-505024,3863,Refinance,33000.0,1.0,35.0,29.00000000000000,0.52380952380952,0.0,21.0
17-505026,3860,Refinance,156484.0,0.0,97.0,23.60317460317460,0.71428571428571,0.0,63.0
17-505027,3863,Refinance,50000.0,1.0,27.0,25.84210526315790,0.84210526315790,0.0,19.0
17-505028,3863,Refinance,20000.0,0.0,35.0,40.53333333333330,0.93333333333333,0.0,15.0
17-505029,3863,Refinance,137900.0,2.0,64.0,31.96551724137930,0.62068965517241,0.0,29.0
2301-202561,3860,Reverse Mortgage,69000.0,0.0,62.0,46.68181818181820,1.00000000000000,0.0,22.0
17-505031,3863,Refinance,160410.0,1.0,71.0,26.51515151515150,0.54545454545455,0.0,33.0
17-505032,3863,Refinance,40000.0,1.0,35.0,17.80000000000000,0.25714285714286,0.0,35.0
17-505033,3863,Refinance,195000.0,1.0,59.0,16.87755102040820,0.32653061224490,0.0,49.0
2301-202562,3863,Reverse Mortgage,412830.0,1.0,69.0,20.59016393442620,0.45901639344262,0.0,61.0
17-505034,3863,Refinance,417000.0,1.0,62.0,31.96296296296300,0.55555555555556,0.0,27.0
17-505035,3863,Refinance,190000.0,1.0,55.0,23.75757575757580,0.33333333333333,0.0,33.0
17-505037,3863,Refinance,159200.0,2.0,58.0,29.05555555555560,0.52777777777778,0.0,36.0
17-505038,3860,Refinance,180676.0,2.0,62.0,17.31111111111110,0.33333333333333,1.0,45.0
17-505039,3863,Refinance,75000.0,1.0,25.0,7.55555555555556,0.08888888888889,1.0,45.0
17-505040,3860,Refinance,156000.0,2.0,68.0,35.46153846153850,0.61538461538462,0.0,26.0
17-505042,3860,Refinance,402200.0,1.0,80.0,24.38596491228070,0.57894736842105,0.0,57.0
17-505043,3863,Refinance,100000.0,0.0,69.0,20.05970149253730,0.40298507462687,0.0,67.0
17-505044,3860,Refinance,82000.0,1.0,30.0,10.46666666666670,0.22222222222222,1.0,45.0
17-505045,3863,Refinance,329900.0,1.0,61.0,37.96428571428570,0.42857142857143,0.0,28.0
17-505046,3863,Refinance,75000.0,2.0,25.0,7.66666666666667,0.08888888888889,1.0,45.0
17-505047,3863,Refinance,85000.0,1.0,24.0,7.57777777777778,0.11111111111111,1.0,45.0
17-505048,3863,Refinance,100000.0,1.0,24.0,7.80000000000000,0.08888888888889,1.0,45.0
17-505049,3863,Refinance,102000.0,2.0,40.0,9.13333333333333,0.11111111111111,1.0,45.0
17-505050,3863,Refinance,20000.0,1.0,25.0,8.55555555555556,0.11111111111111,1.0,45.0
17-505051,3863,Refinance,100.0,1.0,23.0,2.13157894736842,0.01315789473684,0.0,152.0
17-505053,3860,TSG,204112.7,5.0,11.0,14.00000000000000,0.16129032258065,0.0,31.0
17-505054,3860,TSG,128038.3,1.0,11.0,13.25806451612900,0.19354838709677,0.0,31.0
17-505055,3863,Refinance,131918.0,1.0,53.0,15.80851063829790,0.40425531914894,0.0,47.0
2301-202564,3863,Reverse Mortgage,365000.0,1.0,48.0,13.13333333333330,0.13333333333333,1.0,45.0
2301-202565,3860,Reverse Mortgage,140000.0,2.0,67.0,19.35555555555560,0.42222222222222,1.0,45.0
17-505057,3860,Refinance,115374.0,2.0,64.0,19.30188679245280,0.66037735849057,0.0,53.0
17-505058,3863,Uninsured (Info Products),60000.0,1.0,30.0,9.36734693877551,0.14285714285714,0.0,49.0
17-505059,3860,Refinance,125187.0,1.0,50.0,53.44444444444440,1.27777777777778,0.0,18.0
2301-202567,3863,Reverse Mortgage,625500.0,0.0,41.0,8.86666666666667,0.08888888888889,1.0,45.0
17-505060,3863,Refinance,60000.0,1.0,36.0,23.88888888888890,0.44444444444444,0.0,27.0
17-505061,3860,Uninsured (Info Products),20000.0,1.0,37.0,16.48571428571430,0.37142857142857,0.0,35.0
17-505062,3863,Uninsured (Info Products),150000.0,2.0,36.0,13.91304347826090,0.23913043478261,0.0,46.0
17-505064,3860,Uninsured (Info Products),20000.0,1.0,37.0,17.28571428571430,0.42857142857143,0.0,35.0
17-505065,3863,Refinance,50000.0,1.0,41.0,26.51515151515150,0.39393939393939,0.0,33.0
17-505066,3860,Uninsured (Info Products),40000.0,3.0,39.0,15.48571428571430,0.37142857142857,0.0,35.0
17-505067,3863,Refinance,132282.0,1.0,46.0,14.08163265306120,0.40816326530612,0.0,49.0
17-505068,3860,Uninsured (Info Products),88350.0,1.0,40.0,13.50000000000000,0.30952380952381,0.0,42.0
17-505069,3863,Refinance,95339.0,1.0,76.0,10.82926829268290,0.31707317073171,0.0,82.0
17-505070,3860,Uninsured (Info Products),100000.0,3.0,24.0,2.86111111111111,0.04629629629630,0.0,108.0
17-505071,3860,Uninsured (Info Products),101750.0,1.0,37.0,15.85714285714290,0.31428571428571,0.0,35.0
17-505076,3860,Uninsured (Info Products),250000.0,2.0,24.0,2.77777777777778,0.03703703703704,0.0,108.0
17-505077,3863,Refinance,50000.0,1.0,25.0,7.46666666666667,0.08888888888889,1.0,45.0
17-505078,3860,Uninsured (Info Products),15000.0,1.0,40.0,14.28947368421050,0.28947368421053,0.0,38.0
17-505079,3860,Uninsured (Info Products),20000.0,1.0,40.0,14.64102564102560,0.28205128205128,0.0,39.0
17-505080,3863,Uninsured (Info Products),30000.0,1.0,30.0,25.05882352941180,0.41176470588235,0.0,17.0
17-505081,3863,Refinance,30000.0,3.0,71.0,11.90756302521010,0.32773109243698,0.0,119.0
17-505082,3860,Uninsured (Info Products),150000.0,1.0,40.0,14.51282051282050,0.30769230769231,0.0,39.0
17-505084,3860,Uninsured (Info Products),149250.0,1.0,41.0,16.37142857142860,0.37142857142857,0.0,35.0
17-505085,3860,Uninsured (Info Products),150000.0,1.0,73.0,17.25531914893620,0.51063829787234,0.0,47.0
17-505086,3860,Uninsured (Info Products),65700.0,2.0,64.0,31.04000000000000,0.84000000000000,0.0,25.0
2301-202568,3863,Reverse Mortgage,116856.0,0.0,89.0,25.37735849056600,0.71698113207547,0.0,53.0
17-505087,3863,Uninsured (Info Products),100000.0,2.0,31.0,20.07692307692310,0.34615384615385,0.0,26.0
17-505088,3860,Uninsured (Info Products),80000.0,1.0,39.0,10.41818181818180,0.20000000000000,0.0,55.0
17-505090,3863,Refinance,75000.0,2.0,24.0,7.77777777777778,0.08888888888889,1.0,45.0
2301-202569,29189,Reverse Mortgage,62208.0,0.0,77.0,8.59420289855072,0.28985507246377,0.0,138.0
17-505091,3860,Refinance,152300.0,1.0,54.0,27.29411764705880,0.70588235294118,0.0,34.0
17-505092,3863,Refinance,250000.0,0.0,26.0,9.42222222222222,0.15555555555556,1.0,45.0
17-505094,3863,Refinance,56000.0,1.0,36.0,19.58064516129030,0.32258064516129,0.0,31.0
17-505096,3860,Refinance,109500.0,1.0,86.0,14.20000000000000,0.58750000000000,0.0,80.0
17-505097,3863,Refinance,40000.0,1.0,22.0,9.15555555555556,0.11111111111111,1.0,45.0
17-505098,3863,Refinance,86900.0,0.0,92.0,39.15151515151510,0.57575757575758,0.0,33.0
2301-202571,3863,Reverse Mortgage,117200.0,1.0,72.0,25.82978723404260,0.91489361702128,0.0,47.0
17-505099,3863,Uninsured (Info Products),1.0,1.0,27.0,3.46031746031746,0.07142857142857,0.0,126.0
17-505100,3863,Refinance,50000.0,1.0,32.0,26.47619047619050,0.47619047619048,0.0,21.0
2301-202572,3863,Reverse Mortgage,180180.0,1.0,77.0,52.36000000000000,1.88000000000000,0.0,25.0
17-505101,3863,Refinance,60000.0,1.0,35.0,32.52631578947370,0.47368421052632,0.0,19.0
17-505102,3863,Refinance,49000.0,1.0,36.0,41.71428571428570,0.71428571428571,0.0,14.0
17-505103,3863,Uninsured (Info Products),53723.0,0.0,31.0,13.69696969696970,0.27272727272727,0.0,33.0
17-505105,3863,Uninsured (Info Products),20000.0,3.0,30.0,23.84210526315790,0.68421052631579,0.0,19.0
17-505106,3863,Refinance,417000.0,2.0,54.0,28.71428571428570,0.65714285714286,0.0,35.0
17-505107,3863,Refinance,75000.0,1.0,35.0,22.11111111111110,0.44444444444444,0.0,27.0
17-505108,3863,Refinance,50000.0,0.0,35.0,20.28125000000000,0.43750000000000,0.0,32.0
2301-202576,3860,Reverse Mortgage,205500.0,1.0,57.0,16.66666666666670,0.46666666666667,1.0,45.0
2301-202577,3860,Reverse Mortgage,77090.0,0.0,84.0,80.52380952380950,2.33333333333333,0.0,21.0
17-505109,3863,Refinance,181600.0,1.0,61.0,15.63333333333330,0.30000000000000,0.0,60.0
17-505110,3863,Refinance,193000.0,1.0,51.0,17.87755102040820,0.53061224489796,0.0,49.0
17-505111,3863,Refinance,368500.0,2.0,30.0,9.80000000000000,0.08888888888889,1.0,45.0
2301-202578,3863,Reverse Mortgage,125664.0,0.0,72.0,39.58064516129030,1.03225806451613,0.0,31.0
2301-202579,3860,Reverse Mortgage,146070.0,0.0,82.0,32.83333333333330,1.00000000000000,0.0,42.0
17-505112,3863,Uninsured (Info Products),400000.0,1.0,27.0,3.05555555555556,0.04761904761905,0.0,126.0
17-505114,3863,Refinance,115000.0,2.0,70.0,19.66666666666670,0.42222222222222,1.0,45.0
17-505116,3863,Refinance,55500.0,1.0,62.0,13.73333333333330,0.23333333333333,0.0,60.0
17-505117,3863,Refinance,97600.0,2.0,61.0,15.20000000000000,0.30000000000000,0.0,60.0
17-505119,3863,Refinance,44756.0,1.0,73.0,11.37931034482760,0.36781609195402,0.0,87.0
17-505120,3860,Refinance,60134.0,4.0,68.0,11.01052631578950,0.33684210526316,0.0,95.0
17-505121,3860,Refinance,307608.0,1.0,54.0,31.74193548387100,0.83870967741936,0.0,31.0
17-505122,3860,Refinance,70461.0,1.0,60.0,30.85714285714290,0.50000000000000,0.0,28.0
17-505123,3863,Uninsured (Info Products),40000.0,1.0,30.0,31.50000000000000,0.50000000000000,0.0,14.0
17-505124,3860,Refinance,292000.0,2.0,63.0,16.80357142857140,0.32142857142857,0.0,56.0
17-505125,3860,Refinance,132175.0,1.0,69.0,37.07142857142860,0.89285714285714,0.0,28.0
17-505127,3863,Refinance,48000.0,2.0,31.0,9.56164383561644,0.16438356164384,0.0,73.0
17-505130,3863,Refinance,135000.0,1.0,65.0,14.54237288135590,0.27118644067797,0.0,59.0
17-505131,3863,Refinance,317000.0,1.0,28.0,9.22222222222222,0.11111111111111,1.0,45.0
2301-202583,3860,Reverse Mortgage,95000.0,0.0,43.0,7.84444444444444,0.15555555555556,1.0,45.0
17-505132,3863,Refinance,100.0,1.0,25.0,3.05960264900662,0.02649006622517,0.0,151.0
17-505133,3863,Refinance,30000.0,1.0,40.0,31.85000000000000,0.65000000000000,0.0,20.0
17-505135,3860,TSG,255000.0,0.0,28.0,8.97777777777778,0.04444444444444,1.0,45.0
2301-202584,3863,Reverse Mortgage,142000.0,1.0,56.0,18.84444444444440,0.53333333333333,1.0,45.0
17-505136,3860,Refinance,57000.0,1.0,70.0,6.60000000000000,0.26206896551724,0.0,145.0
17-505137,3863,Refinance,100000.0,1.0,50.0,23.60606060606060,0.36363636363636,0.0,33.0
17-505138,3860,Refinance,495000.0,2.0,83.0,20.29850746268660,0.37313432835821,0.0,67.0
17-505139,3860,TSG,225000.0,0.0,29.0,10.75555555555560,0.06666666666667,1.0,45.0
17-505140,3863,TSG,225000.0,0.0,15.0,5.13333333333333,0.02222222222222,1.0,45.0
17-505141,3863,Refinance,314500.0,2.0,86.0,20.58024691358020,0.39506172839506,0.0,81.0
2301-202586,3860,Reverse Mortgage,90128.0,2.0,66.0,120.41666666666700,3.41666666666667,0.0,12.0
17-505142,3863,Refinance,209600.0,1.0,34.0,13.86842105263160,0.39473684210526,0.0,38.0
2301-202587,3860,Reverse Mortgage,263438.0,0.0,65.0,84.23529411764710,2.70588235294118,0.0,17.0
2301-202588,3863,Reverse Mortgage,250000.0,2.0,44.0,12.35555555555560,0.28888888888889,1.0,45.0
2301-202589,3863,Reverse Mortgage,117165.0,0.0,62.0,24.44444444444440,0.88888888888889,0.0,45.0
2301-202590,3863,Reverse Mortgage,82002.0,0.0,70.0,72.57894736842110,2.26315789473684,0.0,19.0
17-505143,3863,Refinance,250000.0,1.0,41.0,30.35483870967740,0.58064516129032,0.0,31.0
17-505144,3863,Refinance,250000.0,2.0,57.0,16.33928571428570,0.30357142857143,0.0,56.0
17-505145,3863,Refinance,55000.0,1.0,36.0,30.33333333333330,0.61904761904762,0.0,21.0
17-505146,3863,Refinance,80000.0,1.0,40.0,24.35483870967740,0.58064516129032,0.0,31.0
17-505148,3860,Refinance,115893.0,1.0,77.0,23.90000000000000,0.78000000000000,0.0,50.0
