nLiens,nAuditEntries,nTotalNotes,oCancelled,oNumDays
2.00,724.00,19.00,0.00,31.00
0.00,1338.00,42.00,0.00,43.00
0.00,1290.00,47.00,0.00,72.00
0.00,1527.00,53.00,0.00,70.00
1.00,496.00,9.00,0.00,9.00
1.00,548.00,10.00,0.00,43.00
1.00,558.00,11.00,0.00,28.00
1.00,522.00,11.00,0.00,81.00
2.00,739.00,23.00,0.00,25.00
1.00,584.00,13.00,0.00,24.00
1.00,576.00,17.00,0.00,59.00
2.00,895.00,16.00,0.00,66.00
0.00,311.00,9.00,1.00,45.00
1.00,585.00,14.00,0.00,46.00
1.00,630.00,10.00,0.00,51.00
2.00,535.00,9.00,0.00,9.00
1.00,632.00,9.00,0.00,60.00
1.00,1237.00,23.00,0.00,32.00
2.00,903.00,19.00,0.00,32.00
1.00,874.00,16.00,0.00,32.00
4.00,1429.00,42.00,0.00,52.00
1.00,844.00,16.00,0.00,32.00
2.00,905.00,17.00,0.00,36.00
2.00,821.00,15.00,0.00,65.00
2.00,915.00,20.00,0.00,43.00
1.00,980.00,24.00,0.00,31.00
0.00,809.00,24.00,0.00,41.00
2.00,1115.00,36.00,0.00,36.00
3.00,1082.00,29.00,0.00,37.00
1.00,768.00,20.00,0.00,56.00
2.00,1294.00,40.00,0.00,31.00
1.00,692.00,12.00,0.00,64.00
1.00,729.00,9.00,0.00,79.00
1.00,795.00,18.00,0.00,38.00
1.00,1019.00,21.00,0.00,28.00
1.00,626.00,9.00,0.00,48.00
2.00,749.00,17.00,0.00,37.00
1.00,1318.00,41.00,0.00,55.00
1.00,1217.00,39.00,0.00,63.00
0.00,236.00,1.00,1.00,45.00
1.00,1802.00,66.00,0.00,55.00
0.00,1170.00,44.00,0.00,71.00
0.00,281.00,7.00,1.00,45.00
1.00,672.00,13.00,0.00,41.00
2.00,1302.00,38.00,0.00,36.00
2.00,1433.00,47.00,0.00,56.00
1.00,509.00,12.00,1.00,45.00
2.00,1157.00,38.00,0.00,28.00
1.00,1444.00,31.00,0.00,49.00
1.00,1104.00,28.00,0.00,37.00
2.00,1837.00,62.00,0.00,56.00
1.00,874.00,14.00,0.00,66.00
2.00,1092.00,24.00,0.00,79.00
2.00,763.00,15.00,0.00,37.00
2.00,503.00,13.00,1.00,45.00
1.00,736.00,18.00,0.00,24.00
1.00,542.00,14.00,0.00,28.00
2.00,448.00,10.00,1.00,45.00
2.00,618.00,10.00,0.00,43.00
1.00,1159.00,26.00,0.00,59.00
0.00,422.00,7.00,1.00,45.00
2.00,554.00,13.00,0.00,59.00
0.00,541.00,23.00,1.00,45.00
1.00,551.00,9.00,0.00,45.00
2.00,501.00,11.00,0.00,29.00
1.00,494.00,10.00,0.00,38.00
2.00,546.00,13.00,0.00,42.00
1.00,563.00,14.00,1.00,45.00
1.00,1491.00,37.00,0.00,37.00
2.00,2621.00,103.00,0.00,29.00
1.00,935.00,15.00,0.00,51.00
1.00,743.00,12.00,0.00,29.00
1.00,1011.00,17.00,0.00,37.00
0.00,1523.00,40.00,0.00,69.00
1.00,431.00,13.00,1.00,45.00
1.00,527.00,10.00,0.00,80.00
1.00,745.00,13.00,0.00,23.00
1.00,824.00,13.00,0.00,29.00
1.00,890.00,17.00,0.00,27.00
1.00,1085.00,13.00,0.00,38.00
1.00,1514.00,51.00,0.00,22.00
1.00,839.00,16.00,0.00,35.00
1.00,1667.00,55.00,0.00,27.00
1.00,1130.00,28.00,0.00,21.00
1.00,933.00,14.00,0.00,50.00
1.00,973.00,21.00,0.00,27.00
2.00,523.00,11.00,0.00,42.00
0.00,1129.00,31.00,0.00,31.00
2.00,1435.00,22.00,0.00,59.00
0.00,1657.00,45.00,0.00,17.00
1.00,1112.00,37.00,0.00,43.00
2.00,528.00,8.00,1.00,45.00
1.00,895.00,20.00,0.00,38.00
1.00,534.00,10.00,0.00,30.00
1.00,531.00,9.00,0.00,35.00
2.00,555.00,10.00,0.00,50.00
1.00,1068.00,29.00,0.00,63.00
1.00,1287.00,43.00,0.00,69.00
2.00,336.00,5.00,1.00,45.00
1.00,1400.00,37.00,0.00,31.00
0.00,1131.00,35.00,0.00,45.00
1.00,1367.00,40.00,0.00,48.00
2.00,1754.00,93.00,0.00,80.00
0.00,1260.00,41.00,0.00,31.00
1.00,1336.00,48.00,0.00,43.00
0.00,648.00,16.00,0.00,15.00
1.00,399.00,7.00,0.00,23.00
1.00,663.00,16.00,0.00,22.00
1.00,505.00,9.00,0.00,29.00
1.00,835.00,16.00,0.00,49.00
1.00,1312.00,41.00,0.00,43.00
1.00,495.00,12.00,1.00,45.00
1.00,1201.00,36.00,0.00,29.00
0.00,1144.00,37.00,0.00,35.00
2.00,517.00,12.00,0.00,72.00
1.00,794.00,18.00,0.00,37.00
2.00,524.00,12.00,0.00,31.00
2.00,646.00,14.00,0.00,38.00
2.00,590.00,14.00,0.00,51.00
2.00,524.00,13.00,0.00,41.00
1.00,669.00,8.00,0.00,49.00
1.00,772.00,14.00,0.00,30.00
2.00,1410.00,56.00,0.00,37.00
1.00,1280.00,56.00,0.00,58.00
1.00,631.00,11.00,0.00,44.00
1.00,759.00,17.00,0.00,29.00
0.00,1435.00,39.00,0.00,51.00
0.00,1320.00,50.00,0.00,29.00
2.00,1268.00,24.00,0.00,30.00
0.00,1254.00,39.00,0.00,14.00
2.00,1112.00,32.00,0.00,40.00
1.00,1054.00,33.00,0.00,28.00
0.00,656.00,10.00,0.00,61.00
1.00,681.00,14.00,0.00,62.00
2.00,434.00,6.00,0.00,0.00
1.00,826.00,15.00,0.00,37.00
1.00,735.00,11.00,0.00,58.00
1.00,655.00,14.00,0.00,54.00
2.00,766.00,13.00,0.00,44.00
1.00,492.00,12.00,1.00,45.00
0.00,1106.00,33.00,0.00,47.00
2.00,1120.00,36.00,0.00,27.00
0.00,1050.00,25.00,0.00,28.00
1.00,575.00,8.00,0.00,63.00
1.00,535.00,10.00,0.00,23.00
1.00,624.00,9.00,0.00,48.00
1.00,545.00,10.00,0.00,28.00
2.00,996.00,15.00,0.00,47.00
2.00,877.00,13.00,0.00,35.00
1.00,1371.00,43.00,0.00,61.00
1.00,1093.00,35.00,0.00,23.00
1.00,659.00,11.00,0.00,22.00
2.00,821.00,17.00,0.00,40.00
1.00,568.00,9.00,0.00,30.00
0.00,633.00,15.00,0.00,27.00
1.00,589.00,13.00,0.00,70.00
0.00,477.00,8.00,1.00,45.00
0.00,1001.00,29.00,0.00,55.00
0.00,480.00,9.00,1.00,45.00
0.00,273.00,5.00,1.00,45.00
1.00,1480.00,90.00,0.00,47.00
1.00,753.00,12.00,0.00,43.00
1.00,1324.00,51.00,0.00,71.00
1.00,819.00,9.00,0.00,44.00
1.00,928.00,29.00,0.00,62.00
1.00,752.00,10.00,0.00,35.00
1.00,1099.00,35.00,0.00,69.00
1.00,1320.00,22.00,0.00,70.00
0.00,258.00,7.00,1.00,45.00
2.00,430.00,8.00,1.00,45.00
2.00,1439.00,40.00,0.00,48.00
1.00,507.00,11.00,0.00,30.00
1.00,534.00,9.00,0.00,20.00
1.00,1631.00,83.00,0.00,55.00
2.00,547.00,11.00,0.00,49.00
1.00,589.00,14.00,0.00,58.00
3.00,1452.00,44.00,0.00,57.00
1.00,600.00,11.00,0.00,28.00
1.00,496.00,9.00,0.00,47.00
1.00,1260.00,35.00,0.00,30.00
1.00,723.00,13.00,0.00,43.00
1.00,1272.00,38.00,0.00,47.00
2.00,772.00,18.00,0.00,35.00
2.00,1398.00,42.00,0.00,49.00
0.00,779.00,16.00,1.00,45.00
0.00,661.00,14.00,0.00,19.00
2.00,936.00,17.00,0.00,49.00
1.00,1436.00,45.00,0.00,42.00
1.00,707.00,13.00,0.00,47.00
1.00,519.00,10.00,0.00,40.00
2.00,1004.00,27.00,0.00,51.00
1.00,771.00,12.00,0.00,37.00
1.00,372.00,5.00,1.00,45.00
2.00,773.00,15.00,0.00,69.00
1.00,946.00,17.00,0.00,48.00
1.00,598.00,7.00,0.00,62.00
1.00,708.00,16.00,0.00,35.00
2.00,1546.00,46.00,0.00,61.00
1.00,1460.00,54.00,0.00,63.00
0.00,641.00,10.00,1.00,45.00
1.00,1327.00,66.00,0.00,69.00
2.00,1008.00,30.00,0.00,71.00
1.00,802.00,14.00,0.00,67.00
1.00,384.00,6.00,1.00,45.00
2.00,941.00,23.00,0.00,64.00
1.00,795.00,17.00,0.00,49.00
1.00,761.00,22.00,0.00,35.00
0.00,1371.00,36.00,0.00,27.00
1.00,566.00,10.00,1.00,45.00
0.00,200.00,2.00,1.00,45.00
1.00,640.00,7.00,0.00,36.00
12.00,654.00,11.00,0.00,0.00
0.00,1273.00,55.00,0.00,50.00
2.00,472.00,11.00,1.00,45.00
2.00,771.00,14.00,0.00,46.00
2.00,584.00,15.00,0.00,35.00
0.00,1359.00,47.00,0.00,42.00
0.00,702.00,17.00,0.00,33.00
0.00,1256.00,35.00,0.00,40.00
1.00,345.00,5.00,1.00,45.00
1.00,682.00,10.00,0.00,60.00
1.00,638.00,8.00,0.00,41.00
1.00,697.00,11.00,0.00,43.00
9.00,615.00,20.00,1.00,45.00
1.00,619.00,7.00,0.00,57.00
3.00,1045.00,24.00,0.00,67.00
1.00,969.00,25.00,0.00,41.00
1.00,1180.00,35.00,0.00,33.00
1.00,1137.00,30.00,0.00,29.00
0.00,1330.00,50.00,0.00,34.00
0.00,1432.00,48.00,0.00,54.00
1.00,1029.00,25.00,0.00,40.00
1.00,1557.00,44.00,0.00,50.00
1.00,532.00,17.00,1.00,45.00
1.00,1184.00,32.00,0.00,42.00
1.00,536.00,10.00,0.00,22.00
1.00,911.00,15.00,0.00,22.00
1.00,1303.00,39.00,0.00,29.00
1.00,741.00,16.00,0.00,47.00
2.00,1236.00,47.00,0.00,40.00
1.00,925.00,20.00,0.00,36.00
2.00,862.00,18.00,0.00,57.00
0.00,517.00,15.00,1.00,45.00
1.00,1146.00,36.00,0.00,62.00
1.00,592.00,16.00,1.00,45.00
0.00,1268.00,47.00,0.00,41.00
1.00,241.00,5.00,1.00,45.00
1.00,595.00,8.00,0.00,48.00
1.00,977.00,15.00,0.00,71.00
1.00,893.00,17.00,0.00,22.00
1.00,397.00,7.00,0.00,14.00
2.00,1723.00,51.00,0.00,61.00
1.00,1185.00,38.00,0.00,50.00
1.00,1270.00,47.00,0.00,71.00
1.00,433.00,7.00,1.00,45.00
1.00,826.00,14.00,0.00,49.00
1.00,800.00,14.00,0.00,27.00
1.00,732.00,12.00,0.00,36.00
1.00,1379.00,56.00,0.00,42.00
1.00,1011.00,22.00,0.00,29.00
1.00,754.00,14.00,0.00,33.00
1.00,906.00,24.00,0.00,29.00
1.00,1078.00,25.00,0.00,34.00
1.00,844.00,19.00,0.00,75.00
1.00,545.00,10.00,0.00,22.00
1.00,967.00,18.00,0.00,56.00
2.00,1057.00,23.00,0.00,53.00
1.00,590.00,8.00,0.00,68.00
1.00,928.00,19.00,0.00,49.00
1.00,593.00,8.00,0.00,41.00
1.00,616.00,8.00,0.00,57.00
1.00,996.00,25.00,0.00,36.00
0.00,2136.00,46.00,0.00,40.00
2.00,1098.00,31.00,0.00,27.00
1.00,405.00,8.00,0.00,20.00
0.00,927.00,18.00,0.00,36.00
1.00,1321.00,45.00,0.00,61.00
1.00,1314.00,42.00,0.00,77.00
1.00,763.00,15.00,0.00,22.00
1.00,1185.00,42.00,0.00,35.00
1.00,534.00,17.00,1.00,45.00
1.00,791.00,22.00,0.00,68.00
1.00,474.00,7.00,1.00,45.00
1.00,800.00,17.00,0.00,66.00
1.00,1250.00,32.00,0.00,68.00
2.00,1084.00,20.00,0.00,28.00
2.00,1355.00,57.00,0.00,34.00
1.00,678.00,8.00,0.00,42.00
1.00,649.00,10.00,0.00,48.00
1.00,1186.00,24.00,0.00,41.00
1.00,1065.00,24.00,0.00,28.00
1.00,1105.00,29.00,0.00,70.00
1.00,756.00,9.00,0.00,45.00
1.00,718.00,13.00,0.00,46.00
1.00,847.00,23.00,0.00,48.00
1.00,1270.00,39.00,0.00,69.00
1.00,362.00,4.00,0.00,0.00
0.00,275.00,2.00,1.00,45.00
5.00,510.00,10.00,0.00,0.00
1.00,1357.00,50.00,0.00,55.00
1.00,549.00,9.00,0.00,38.00
0.00,1359.00,32.00,0.00,41.00
1.00,534.00,10.00,0.00,45.00
0.00,550.00,16.00,1.00,45.00
1.00,752.00,19.00,0.00,28.00
2.00,739.00,20.00,1.00,45.00
1.00,1301.00,33.00,0.00,32.00
1.00,1939.00,65.00,0.00,21.00
1.00,521.00,9.00,0.00,24.00
3.00,2013.00,115.00,0.00,68.00
1.00,760.00,16.00,0.00,46.00
0.00,207.00,2.00,1.00,45.00
1.00,779.00,14.00,0.00,33.00
1.00,531.00,12.00,0.00,34.00
1.00,399.00,5.00,1.00,45.00
1.00,1064.00,30.00,0.00,24.00
1.00,832.00,15.00,0.00,34.00
1.00,812.00,14.00,0.00,55.00
1.00,811.00,13.00,0.00,28.00
2.00,1384.00,36.00,0.00,39.00
1.00,1008.00,21.00,0.00,38.00
2.00,1324.00,40.00,0.00,53.00
1.00,1184.00,29.00,0.00,55.00
1.00,809.00,13.00,0.00,54.00
1.00,836.00,17.00,0.00,28.00
3.00,1639.00,57.00,0.00,28.00
2.00,1582.00,48.00,0.00,33.00
1.00,949.00,13.00,0.00,42.00
2.00,552.00,12.00,0.00,38.00
2.00,1100.00,18.00,0.00,38.00
2.00,1059.00,17.00,0.00,28.00
1.00,2036.00,75.00,0.00,35.00
1.00,1556.00,60.00,0.00,39.00
2.00,600.00,10.00,1.00,45.00
1.00,1243.00,34.00,0.00,40.00
1.00,905.00,17.00,0.00,42.00
1.00,1201.00,28.00,0.00,39.00
0.00,1083.00,29.00,0.00,26.00
1.00,761.00,13.00,0.00,45.00
1.00,1352.00,55.00,0.00,32.00
2.00,1093.00,33.00,0.00,40.00
1.00,509.00,8.00,0.00,48.00
1.00,821.00,18.00,0.00,38.00
2.00,423.00,10.00,1.00,45.00
2.00,986.00,19.00,0.00,46.00
0.00,662.00,10.00,0.00,45.00
0.00,902.00,15.00,0.00,46.00
1.00,689.00,17.00,0.00,46.00
2.00,602.00,15.00,0.00,56.00
1.00,701.00,16.00,0.00,75.00
1.00,539.00,9.00,0.00,39.00
2.00,561.00,9.00,0.00,33.00
1.00,550.00,8.00,0.00,25.00
1.00,356.00,5.00,1.00,45.00
0.00,394.00,4.00,1.00,45.00
1.00,745.00,11.00,0.00,28.00
1.00,471.00,9.00,1.00,45.00
1.00,536.00,11.00,0.00,28.00
2.00,700.00,14.00,0.00,28.00
1.00,627.00,12.00,0.00,39.00
0.00,1250.00,45.00,0.00,18.00
1.00,883.00,17.00,0.00,45.00
1.00,815.00,21.00,0.00,51.00
2.00,902.00,34.00,1.00,45.00
1.00,1088.00,39.00,0.00,23.00
10.00,643.00,15.00,1.00,45.00
1.00,1190.00,36.00,0.00,57.00
0.00,1379.00,33.00,0.00,42.00
1.00,553.00,10.00,0.00,24.00
2.00,547.00,12.00,0.00,63.00
0.00,1199.00,39.00,0.00,37.00
1.00,514.00,10.00,0.00,43.00
1.00,524.00,9.00,0.00,42.00
0.00,1050.00,31.00,0.00,65.00
2.00,632.00,8.00,0.00,42.00
0.00,1100.00,14.00,0.00,42.00
2.00,813.00,19.00,0.00,39.00
1.00,668.00,12.00,0.00,42.00
1.00,627.00,9.00,0.00,53.00
1.00,1149.00,29.00,0.00,57.00
1.00,982.00,23.00,0.00,56.00
2.00,1567.00,63.00,0.00,29.00
1.00,1218.00,50.00,0.00,18.00
1.00,876.00,17.00,0.00,42.00
1.00,797.00,16.00,0.00,53.00
1.00,1190.00,44.00,0.00,57.00
1.00,609.00,13.00,0.00,64.00
1.00,357.00,6.00,1.00,45.00
1.00,639.00,19.00,1.00,45.00
0.00,1228.00,42.00,0.00,72.00
5.00,500.00,9.00,0.00,0.00
7.00,560.00,9.00,0.00,0.00
2.00,508.00,13.00,0.00,0.00
1.00,941.00,22.00,0.00,45.00
3.00,466.00,10.00,0.00,0.00
2.00,444.00,8.00,0.00,0.00
1.00,395.00,4.00,0.00,0.00
1.00,1200.00,45.00,0.00,49.00
1.00,967.00,28.00,0.00,24.00
0.00,542.00,9.00,0.00,22.00
1.00,805.00,14.00,0.00,66.00
1.00,899.00,15.00,0.00,24.00
1.00,1408.00,54.00,0.00,25.00
1.00,612.00,12.00,0.00,67.00
1.00,500.00,10.00,0.00,24.00
0.00,1176.00,37.00,0.00,30.00
0.00,899.00,14.00,0.00,59.00
1.00,508.00,8.00,0.00,15.00
2.00,1336.00,47.00,0.00,21.00
2.00,1158.00,31.00,0.00,31.00
0.00,924.00,18.00,0.00,35.00
1.00,726.00,19.00,0.00,38.00
1.00,1208.00,39.00,0.00,25.00
1.00,548.00,13.00,1.00,45.00
1.00,1033.00,33.00,0.00,25.00
1.00,543.00,8.00,0.00,35.00
1.00,1240.00,39.00,0.00,49.00
1.00,1317.00,51.00,0.00,36.00
1.00,489.00,9.00,0.00,39.00
1.00,529.00,8.00,0.00,23.00
1.00,504.00,8.00,0.00,43.00
2.00,1237.00,38.00,0.00,49.00
1.00,1094.00,29.00,0.00,57.00
5.00,841.00,22.00,1.00,45.00
2.00,1274.00,35.00,0.00,39.00
0.00,338.00,11.00,1.00,45.00
1.00,1400.00,53.00,0.00,50.00
1.00,1179.00,36.00,0.00,50.00
0.00,1296.00,32.00,1.00,45.00
1.00,1193.00,29.00,1.00,45.00
0.00,1562.00,43.00,0.00,50.00
0.00,226.00,6.00,1.00,45.00
0.00,1765.00,46.00,0.00,29.00
0.00,350.00,8.00,1.00,45.00
2.00,428.00,6.00,1.00,45.00
1.00,751.00,13.00,0.00,60.00
1.00,809.00,13.00,0.00,44.00
2.00,2196.00,96.00,0.00,44.00
0.00,1111.00,35.00,0.00,23.00
1.00,1093.00,20.00,0.00,63.00
1.00,1599.00,50.00,0.00,23.00
1.00,496.00,15.00,1.00,45.00
1.00,965.00,13.00,0.00,60.00
3.00,1335.00,49.00,0.00,22.00
1.00,895.00,17.00,0.00,51.00
1.00,449.00,9.00,1.00,45.00
2.00,581.00,13.00,0.00,16.00
2.00,605.00,18.00,1.00,45.00
1.00,958.00,23.00,0.00,39.00
1.00,704.00,15.00,0.00,36.00
1.00,426.00,4.00,1.00,45.00
0.00,594.00,8.00,0.00,37.00
2.00,1055.00,27.00,0.00,65.00
1.00,822.00,12.00,0.00,57.00
1.00,547.00,9.00,0.00,24.00
2.00,990.00,21.00,0.00,51.00
1.00,1223.00,39.00,0.00,21.00
2.00,847.00,20.00,0.00,42.00
2.00,1012.00,19.00,0.00,25.00
1.00,1103.00,29.00,0.00,24.00
1.00,1244.00,41.00,0.00,49.00
1.00,1172.00,27.00,0.00,42.00
1.00,648.00,13.00,0.00,53.00
1.00,669.00,16.00,0.00,73.00
1.00,634.00,14.00,0.00,64.00
1.00,732.00,15.00,0.00,23.00
0.00,1137.00,41.00,0.00,41.00
2.00,807.00,18.00,0.00,38.00
2.00,1144.00,19.00,0.00,51.00
2.00,674.00,18.00,0.00,17.00
1.00,976.00,20.00,0.00,41.00
4.00,1075.00,27.00,0.00,52.00
2.00,621.00,9.00,0.00,44.00
1.00,747.00,19.00,0.00,73.00
3.00,398.00,5.00,0.00,0.00
3.00,444.00,12.00,1.00,45.00
1.00,1171.00,39.00,0.00,48.00
1.00,829.00,9.00,0.00,52.00
1.00,622.00,9.00,0.00,55.00
1.00,1275.00,24.00,0.00,57.00
1.00,950.00,19.00,0.00,44.00
1.00,1110.00,18.00,0.00,37.00
1.00,708.00,13.00,0.00,50.00
0.00,534.00,12.00,1.00,45.00
2.00,420.00,9.00,1.00,45.00
1.00,549.00,9.00,0.00,51.00
1.00,529.00,12.00,0.00,22.00
1.00,537.00,9.00,0.00,55.00
3.00,938.00,18.00,0.00,29.00
1.00,541.00,8.00,0.00,35.00
1.00,471.00,8.00,0.00,23.00
1.00,584.00,7.00,0.00,63.00
2.00,853.00,23.00,0.00,73.00
2.00,1494.00,59.00,0.00,30.00
1.00,659.00,11.00,0.00,37.00
2.00,546.00,12.00,0.00,43.00
0.00,1540.00,50.00,0.00,52.00
0.00,1207.00,40.00,0.00,23.00
2.00,1341.00,39.00,0.00,34.00
1.00,1428.00,40.00,0.00,30.00
0.00,1715.00,56.00,0.00,49.00
1.00,496.00,8.00,0.00,38.00
1.00,1699.00,57.00,0.00,59.00
0.00,880.00,24.00,1.00,45.00
1.00,474.00,9.00,0.00,21.00
1.00,1773.00,44.00,0.00,45.00
1.00,1493.00,49.00,0.00,44.00
1.00,1255.00,50.00,0.00,30.00
1.00,1258.00,39.00,0.00,73.00
0.00,547.00,14.00,1.00,45.00
0.00,1503.00,42.00,0.00,35.00
1.00,898.00,24.00,0.00,34.00
2.00,1167.00,40.00,0.00,34.00
2.00,519.00,11.00,0.00,13.00
1.00,755.00,14.00,0.00,29.00
2.00,1318.00,48.00,0.00,21.00
1.00,925.00,18.00,0.00,35.00
1.00,432.00,14.00,1.00,45.00
1.00,756.00,8.00,0.00,36.00
1.00,895.00,17.00,0.00,34.00
0.00,158.00,3.00,1.00,45.00
1.00,762.00,11.00,0.00,29.00
1.00,1020.00,22.00,0.00,49.00
0.00,537.00,4.00,1.00,45.00
1.00,788.00,19.00,0.00,42.00
1.00,1001.00,14.00,0.00,63.00
0.00,1127.00,34.00,0.00,35.00
2.00,1241.00,43.00,0.00,41.00
1.00,487.00,9.00,0.00,9.00
1.00,755.00,16.00,0.00,48.00
1.00,946.00,19.00,0.00,56.00
1.00,1129.00,23.00,0.00,44.00
1.00,970.00,20.00,0.00,24.00
1.00,714.00,13.00,0.00,52.00
0.00,1177.00,28.00,0.00,43.00
1.00,664.00,13.00,0.00,38.00
0.00,167.00,2.00,1.00,45.00
2.00,1441.00,39.00,0.00,59.00
1.00,971.00,20.00,0.00,29.00
0.00,1321.00,31.00,0.00,30.00
1.00,1417.00,66.00,0.00,34.00
0.00,516.00,10.00,1.00,45.00
3.00,649.00,15.00,1.00,45.00
2.00,636.00,21.00,1.00,45.00
6.00,861.00,20.00,1.00,45.00
1.00,773.00,15.00,0.00,51.00
0.00,262.00,4.00,1.00,45.00
0.00,1237.00,39.00,0.00,22.00
0.00,1146.00,36.00,0.00,56.00
0.00,1251.00,41.00,0.00,44.00
1.00,1070.00,32.00,0.00,29.00
2.00,1122.00,32.00,0.00,36.00
1.00,1280.00,47.00,0.00,24.00
1.00,629.00,8.00,0.00,48.00
1.00,954.00,32.00,0.00,37.00
1.00,1291.00,47.00,0.00,24.00
0.00,1263.00,48.00,0.00,45.00
1.00,650.00,7.00,0.00,52.00
2.00,1498.00,63.00,0.00,34.00
1.00,728.00,18.00,0.00,62.00
1.00,761.00,11.00,0.00,22.00
1.00,819.00,24.00,0.00,38.00
2.00,1276.00,36.00,0.00,36.00
1.00,525.00,11.00,0.00,28.00
0.00,1299.00,36.00,0.00,51.00
1.00,948.00,18.00,0.00,57.00
1.00,604.00,14.00,1.00,45.00
1.00,988.00,35.00,0.00,50.00
2.00,1196.00,46.00,0.00,64.00
1.00,906.00,12.00,0.00,43.00
1.00,1231.00,45.00,0.00,72.00
3.00,1196.00,26.00,0.00,51.00
1.00,1204.00,46.00,0.00,30.00
1.00,1253.00,38.00,0.00,41.00
2.00,939.00,11.00,0.00,55.00
0.00,424.00,7.00,1.00,45.00
1.00,543.00,12.00,1.00,45.00
0.00,1219.00,36.00,0.00,48.00
2.00,1170.00,42.00,0.00,36.00
0.00,1105.00,36.00,0.00,57.00
1.00,861.00,32.00,1.00,45.00
0.00,1322.00,39.00,0.00,22.00
2.00,534.00,14.00,0.00,0.00
0.00,1172.00,35.00,0.00,35.00
0.00,1139.00,42.00,0.00,48.00
2.00,854.00,30.00,0.00,71.00
2.00,414.00,5.00,0.00,0.00
1.00,679.00,8.00,0.00,40.00
1.00,819.00,14.00,0.00,47.00
0.00,1167.00,30.00,0.00,16.00
1.00,823.00,13.00,0.00,23.00
1.00,843.00,22.00,0.00,55.00
1.00,1561.00,60.00,0.00,54.00
2.00,474.00,12.00,1.00,45.00
0.00,206.00,2.00,1.00,45.00
1.00,1100.00,29.00,0.00,72.00
1.00,659.00,16.00,0.00,50.00
1.00,1696.00,53.00,0.00,42.00
2.00,1437.00,49.00,1.00,45.00
1.00,1943.00,78.00,0.00,44.00
1.00,1567.00,44.00,0.00,41.00
2.00,1582.00,46.00,0.00,29.00
1.00,1400.00,34.00,0.00,29.00
1.00,1658.00,43.00,0.00,55.00
0.00,1408.00,40.00,0.00,41.00
0.00,794.00,17.00,1.00,45.00
0.00,1366.00,33.00,0.00,23.00
1.00,709.00,14.00,0.00,55.00
2.00,1363.00,52.00,0.00,29.00
1.00,630.00,7.00,0.00,51.00
2.00,383.00,4.00,1.00,45.00
1.00,887.00,18.00,0.00,30.00
1.00,1721.00,44.00,0.00,29.00
1.00,1191.00,43.00,0.00,69.00
0.00,283.00,4.00,1.00,45.00
1.00,833.00,15.00,0.00,42.00
1.00,663.00,12.00,0.00,30.00
1.00,982.00,23.00,0.00,35.00
0.00,1200.00,34.00,0.00,37.00
0.00,651.00,8.00,0.00,40.00
1.00,611.00,8.00,0.00,44.00
1.00,606.00,8.00,0.00,35.00
1.00,788.00,23.00,0.00,61.00
1.00,811.00,16.00,0.00,40.00
1.00,622.00,10.00,0.00,37.00
1.00,1217.00,36.00,0.00,40.00
1.00,804.00,13.00,0.00,27.00
1.00,671.00,19.00,0.00,44.00
1.00,1085.00,27.00,0.00,62.00
1.00,1022.00,15.00,0.00,54.00
2.00,791.00,14.00,0.00,42.00
1.00,1490.00,58.00,0.00,40.00
0.00,1182.00,38.00,0.00,70.00
2.00,1813.00,67.00,0.00,62.00
2.00,1260.00,24.00,0.00,42.00
2.00,891.00,26.00,0.00,36.00
2.00,1350.00,51.00,0.00,63.00
1.00,1116.00,35.00,0.00,23.00
2.00,1171.00,46.00,0.00,42.00
1.00,584.00,10.00,0.00,21.00
2.00,1217.00,33.00,0.00,40.00
0.00,1078.00,34.00,0.00,36.00
2.00,1039.00,24.00,0.00,42.00
2.00,490.00,10.00,1.00,45.00
0.00,356.00,2.00,1.00,45.00
3.00,669.00,15.00,1.00,45.00
1.00,868.00,14.00,0.00,41.00
0.00,290.00,6.00,1.00,45.00
1.00,873.00,22.00,0.00,50.00
2.00,1274.00,33.00,0.00,54.00
2.00,523.00,10.00,0.00,22.00
1.00,499.00,10.00,0.00,40.00
1.00,500.00,9.00,0.00,41.00
1.00,521.00,10.00,0.00,34.00
2.00,985.00,15.00,0.00,35.00
1.00,523.00,10.00,0.00,55.00
1.00,403.00,7.00,1.00,45.00
1.00,333.00,7.00,1.00,45.00
2.00,568.00,10.00,0.00,36.00
1.00,517.00,10.00,0.00,42.00
1.00,696.00,12.00,0.00,62.00
2.00,977.00,15.00,0.00,28.00
1.00,368.00,6.00,1.00,45.00
1.00,480.00,10.00,0.00,54.00
1.00,1091.00,26.00,0.00,40.00
1.00,602.00,7.00,0.00,40.00
2.00,506.00,13.00,0.00,55.00
1.00,1641.00,49.00,0.00,54.00
2.00,833.00,16.00,0.00,57.00
1.00,481.00,14.00,1.00,45.00
2.00,1184.00,19.00,0.00,58.00
1.00,931.00,31.00,0.00,55.00
2.00,461.00,9.00,0.00,0.00
1.00,759.00,18.00,0.00,60.00
1.00,387.00,3.00,0.00,0.00
2.00,411.00,3.00,0.00,0.00
2.00,404.00,3.00,0.00,0.00
2.00,432.00,6.00,0.00,0.00
1.00,594.00,8.00,0.00,34.00
1.00,598.00,10.00,0.00,57.00
1.00,592.00,7.00,0.00,41.00
0.00,1024.00,24.00,0.00,49.00
0.00,1927.00,73.00,0.00,60.00
1.00,805.00,13.00,0.00,55.00
0.00,1864.00,63.00,0.00,56.00
